sid,year,id_s_fr,age,female
50507,2014,,54,1
50507,2015,03000010000,55.004463,1
50529,2012,03000010160,43,1
50529,2013,03000010160,44,1
50529,2014,03000010160,45,1
50529,2015,03000010160,46,1
50540,2012,03000010180,42,1
50540,2013,03000010180,43,1
50540,2014,03000010180,44,1
50540,2015,03000010180,45,1
50561,2012,,43,1
50561,2013,03000010352,44,1
50561,2014,,45,1
50561,2015,03000010857,46,1
50571,2012,03000010364,42,0
50571,2013,03000010364,43,0
50571,2014,03000010364,44,0
50571,2015,03000010364,45,0
50609,2012,03000010249,49.034885,1
50609,2013,03000010140,50,1
50609,2014,03000010140,51,1
50615,2012,03000010288,57,1
50615,2013,03000010288,58,1
50615,2014,03000010288,60,1
50693,2012,03000010193,45,1
50693,2013,03000010193,46,1
50693,2014,03000010193,47,1
50693,2015,03000010193,48,1
50713,2012,03000010155,45,1
50713,2013,03000010155,46,1
50713,2014,03000010155,47,1
50713,2015,03000010155,48,1
50730,2012,03000010121,64,1
50730,2013,03000010121,65,1
50730,2014,03000010121,66,1
50733,2012,03000010119,62,1
50733,2013,03000010119,63,1
50733,2014,03000010119,64,1
50746,2012,03000010288,58,1
50746,2013,03000010288,59,1
50746,2014,03000010288,60,1
50796,2015,03000010179,51,0
50814,2012,03000010363,45,1
50814,2013,03000010363,46,1
50814,2014,03000010363,47,1
50814,2015,03000010363,48,1
50868,2012,03000010362,46,1
50868,2013,03000010362,47,1
50868,2014,03000010362,48,1
50868,2015,03000010362,49,1
50889,2012,03000010130,52,1
50889,2013,03000010130,53,1
50889,2014,03000010161,54,1
50889,2015,03000010130,55,1
50891,2012,03000010282,49,0
50891,2013,03000010282,50,0
50891,2014,,51,0
50891,2015,,52,0
50892,2012,03000010360,51,0
50892,2013,03000010360,52,0
50892,2014,03000010360,53,0
50892,2015,03000010360,54,0
50893,2012,,54,1
50895,2012,03000010282,54,0
50895,2013,03000010358,55,0
50895,2014,,56,0
50897,2012,03000010155,59,0
50897,2013,03000010155,60,0
50897,2014,03000010155,61,0
50897,2015,03000010155,62,0
50899,2013,03000010362,52,0
50899,2014,03000010362,53,0
50899,2015,03000010362,54,0
50900,2012,,52,0
50900,2013,03000010225,53,0
50900,2014,,54,0
50978,2012,03000010354,43,0
50978,2013,,44,0
50978,2014,03000010000,45,0
50978,2015,,46,0
51050,2012,03000010260,56,0
51050,2013,03000010260,57,0
51050,2014,03000010260,58,0
51050,2015,03000010260,59,0
51068,2012,03000010288,46,1
51068,2013,03000010288,47,1
51068,2014,03000010288,48,1
51068,2015,03000010288,49,1
51081,2012,03000010362,45,0
51081,2013,03000010362,46,0
51081,2014,03000010362,47,0
51081,2015,03000010362,48,0
51082,2012,03000010161,44,1
51082,2013,03000010161,45,1
51082,2014,03000010161,46,1
51082,2015,03000010161,47,1
51094,2012,03000010358,61,0
51094,2013,,63,0
51094,2014,,63,0
51105,2012,03000010353,50,1
51105,2013,03000010353,51,1
51105,2014,03000010353,52,1
51111,2012,03000010175,57,1
51111,2013,03000010175,58,1
51111,2014,03000010175,59,1
51111,2015,03000010175,60,1
51143,2012,03000010260,48,0
51143,2013,03000010161,49,0
51143,2014,,50,0
51143,2015,03000010161,51,0
51145,2012,,46,1
51145,2013,,47,1
51145,2014,,48,1
51145,2015,,49,1
51181,2012,03000010364,47,1
51181,2013,03000010364,48,1
51181,2014,03000010364,49,1
51181,2015,03000010364,50,1
51219,2012,03000010175,49,0
51219,2013,03000010175,50,0
51219,2014,03000010175,51,0
51229,2012,03000010256,64,1
51229,2013,03000010256,65,1
51229,2014,,66,1
51236,2012,03000010106,42,1
51236,2013,03000010106,43,1
51236,2014,03000010106,44,1
51236,2015,03000010106,45,1
51244,2012,03000010193,49,1
51244,2013,03000010193,50,1
51244,2014,03000010193,51,1
51244,2015,03000010193,52,1
51245,2012,,43,1
51245,2013,,44,1
51245,2014,,45,1
51245,2015,,46,1
51257,2012,03000010021,47,1
51257,2013,,48,1
51257,2014,,49,1
51257,2015,,50,1
51268,2015,01008330042,20,1
51294,2012,03000010324,58,0
51294,2013,03000010324,59,0
51294,2014,03000010324,60,0
51294,2015,03000010324,61,0
51316,2012,03000010363,60,1
51316,2013,03000010363,62,1
51316,2014,03000010363,62,1
51350,2012,03000010799,43,1
51350,2013,,44,1
51350,2014,,45,1
51374,2012,03000010368,62,0
51374,2013,03000010368,63,0
51374,2014,03000010368,64,0
51374,2015,03000010368,65,0
51390,2012,03000010287,43,1
51390,2013,,44,1
51390,2014,,45,1
51398,2012,03000010324,52,1
51398,2013,03000010324,53,1
51398,2014,03000010324,54,1
51398,2015,03000010324,55,1
51403,2012,03000010685,57,0
51403,2013,03000010685,58,0
51403,2014,03000010685,59,0
51403,2015,03000010685,60,0
51422,2012,03000010362,43,1
51422,2013,03000010362,44,1
51422,2014,03000010362,45,1
51422,2015,03000010362,46,1
51457,2012,03000010249,42,1
51457,2013,03000010249,43.009258,1
51457,2014,03000010249,44,1
51457,2015,03000010249,45,1
51464,2012,03000010316,42,1
51464,2013,03000010316,43,1
51464,2014,03000010316,44,1
51464,2015,03000010316,45,1
51481,2012,03000010179,57.01775,1
51481,2013,03000010256,58.005619,1
51481,2014,03000010256,59.004719,1
51481,2015,03000010256,60,1
51542,2012,03000010121,45,0
51542,2013,03000010121,46,0
51542,2014,03000010121,47,0
51542,2015,03000010121,48,0
51570,2012,03000010110,43,1
51570,2013,03000010160,44,1
51570,2014,03000010110,45,1
51570,2015,03000010110,46,1
51577,2012,03000010323,44,1
51577,2013,03000010323,45,1
51577,2014,03000010323,46,1
51577,2015,03000010323,47,1
51579,2012,03000010352,42,1
51579,2013,,43,1
51579,2014,,44,1
51583,2012,03000010152,44,1
51583,2013,03000010152,45,1
51583,2014,03000010152,46,1
51583,2015,03000010152,47,1
51654,2012,03000010136,44,1
51654,2013,03000010136,45,1
51654,2014,03000010136,46,1
51654,2015,03000010136,47,1
51655,2012,03000010190,42,1
51655,2013,03000010190,43,1
51655,2014,03000010105,44,1
51655,2015,03000010105,45,1
51660,2012,03000010175,52.090908,0
51660,2013,03000010364,53,0
51660,2014,03000010175,54.130436,0
51660,2015,03000010364,55,0
51669,2012,,47,1
51669,2013,,48,1
51669,2014,,49,1
51708,2012,03000010362,51,1
51708,2013,03000010362,52,1
51708,2014,03000010362,53,1
51708,2015,03000010362,54,1
51722,2015,01002710461,45,1
51730,2012,03000010104,43,1
51730,2013,03000010104,44,1
51730,2014,03000010104,45,1
51730,2015,03000010104,46,1
51746,2012,03000010364,47,1
51746,2013,03000010364,48,1
51746,2014,03000010364,49,1
51746,2015,03000010364,50,1
51768,2012,03000010151,59,1
51768,2013,,60,1
51768,2014,,61,1
51768,2015,,62,1
51794,2012,03000010135,42.111111,1
51794,2013,03000010135,43.026787,1
51794,2014,03000010135,44,1
51794,2015,03000010135,45,1
51818,2012,03000010167,42,1
51818,2013,03000010167,43,1
51818,2014,03000010167,44,1
51818,2015,03000010167,45,1
51822,2012,03000010324,45,0
51822,2013,03000010324,46,0
51822,2014,03000010324,47,0
51822,2015,03000010324,48,0
51824,2012,03000010119,46,1
51824,2013,03000010119,47,1
51824,2014,03000010119,48,1
51824,2015,03000010119,49,1
51831,2012,03000010288,42,0
51831,2013,03000010288,43,0
51831,2014,03000010288,45,0
51834,2012,03000010226,45,0
51834,2013,03000010226,46,0
51834,2014,03000010226,47,0
51834,2015,03000010226,48,0
51859,2012,03000010167,47,1
51859,2013,03000010167,48,1
51859,2014,03000010167,49,1
51859,2015,03000010167,50,1
51883,2012,03000010362,43,0
51883,2013,03000010362,44,0
51883,2014,03000010362,45,0
51902,2012,03000010260,42,1
51902,2013,03000010260,43,1
51902,2014,03000010260,44,1
51918,2012,03000010316,53,0
51918,2013,03000010316,54,0
51918,2014,03000010316,55,0
51918,2015,03000010316,56,0
51920,2012,03000010190,59,1
51920,2013,,61,1
51920,2014,,61,1
51926,2012,03000010190,46,0
51926,2013,03000010190,47,0
51926,2014,03000010190,48,0
51926,2015,03000010190,49,0
51956,2012,03000010170,53,1
51956,2013,03000010170,54,1
51956,2014,03000010155,55,1
51956,2015,03000010155,56,1
51966,2014,03000010107,51,0
51966,2015,03000010107,52,0
51972,2012,03000010021,52,1
51972,2013,03000010021,53,1
51972,2014,03000010021,54,1
51972,2015,03000010021,55,1
51983,2012,03000010309,52,1
51983,2013,03000010309,53,1
51983,2014,03000010309,54,1
51983,2015,03000010309,55,1
51989,2012,03000010354,45,1
51989,2013,03000010354,46,1
51989,2014,03000010354,47,1
51989,2015,03000010354,48,1
51998,2012,,48,1
51998,2013,,49,1
51998,2014,,50,1
51998,2015,,51,1
52001,2012,03000010318,66,1
52001,2013,03000010318,67,1
52001,2014,03000010318,68,1
52002,2012,03000010105,50,1
52002,2013,03000010105,51,1
52002,2014,03000010105,52,1
52002,2015,03000010105,53,1
52018,2012,,55,0
52018,2013,,56,0
52018,2014,,57,0
52018,2015,,58,0
52019,2012,03000010104,51,0
52019,2013,03000010104,52,0
52019,2014,03000010104,53,0
52019,2015,03000010104,54,0
52033,2012,03000010103,43,1
52033,2013,03000010103,44,1
52033,2014,03000010103,45,1
52033,2015,03000010103,46,1
52045,2012,03000010161,42,1
52045,2013,03000010161,43,1
52045,2014,03000010161,44,1
52045,2015,03000010161,45,1
52061,2012,03000010156,58,0
52061,2013,03000010156,59,0
52061,2014,03000010156,60,0
52061,2015,03000010156,61,0
52068,2012,03000010249,42,1
52068,2013,03000010249,43,1
52068,2014,03000010249,44,1
52068,2015,03000010249,45,1
52075,2012,03000010288,44,1
52075,2013,03000010288,45,1
52075,2014,03000010260,46,1
52075,2015,03000010288,47,1
52076,2012,03000010857,43,1
52076,2013,03000010857,44,1
52076,2014,03000010857,45,1
52076,2015,03000010857,46,1
52077,2012,03000010226,48,1
52077,2013,03000010226,49,1
52077,2014,03000010226,50,1
52077,2015,03000010226,51,1
52101,2012,03000010354,49,0
52101,2013,03000010354,50,0
52101,2014,03000010354,51,0
52101,2015,03000010354,52,0
52133,2012,03000010193,42,1
52133,2013,03000010193,43,1
52133,2014,03000010193,44,1
52133,2015,03000010193,45,1
52140,2012,03000010324,52,0
52140,2013,03000010324,53,0
52140,2014,03000010324,54,0
52140,2015,03000010324,55,0
52186,2012,03000010352,42,1
52186,2013,03000010352,43,1
52186,2014,03000010352,44,1
52186,2015,03000010352,45,1
52209,2012,03000010300,49,0
52209,2013,03000010300,50,0
52209,2014,03000010300,51,0
52209,2015,03000010300,52,0
52235,2012,03000010354,52,1
52235,2013,03000010354,53,1
52235,2014,03000010354,54,1
52235,2015,03000010354,55,1
52288,2012,03000010309,48,1
52288,2013,03000010309,49,1
52288,2014,03000010309,50,1
52288,2015,03000010309,51,1
52374,2012,03000010362,50,1
52374,2013,03000010362,51,1
52374,2014,03000010362,52,1
52374,2015,03000010362,53,1
52386,2012,03000010105,61,1
52386,2013,03000010105,62,1
52386,2014,03000010105,63,1
52386,2015,03000010105,64,1
52397,2012,03000010190,45,1
52397,2013,03000010190,46,1
52397,2014,03000010190,47,1
52397,2015,03000010190,48,1
52400,2014,03000010107,51,1
52400,2015,03000010107,52,1
52417,2014,03000010362,44,1
52417,2015,03000010362,45,1
52473,2012,03000010161,58,1
52473,2013,03000010161,59.009258,1
52473,2014,03000010161,60,1
52473,2015,03000010161,61.007999,1
52474,2012,03000010104,49,0
52474,2013,03000010104,50,0
52474,2014,03000010104,51,0
52474,2015,03000010104,52,0
52479,2015,03000010368,49,0
52492,2012,03000010021,42,1
52492,2013,03000010021,43,1
52492,2014,03000010021,44,1
52492,2015,03000010021,45,1
52539,2012,,56,0
52539,2013,,57,0
52539,2014,,58,0
52539,2015,03000010382,59,0
52541,2012,03000010193,47,1
52541,2013,03000010193,48,1
52541,2014,03000010193,49,1
52541,2015,03000010193,50,1
52552,2012,03000010288,51,0
52552,2013,03000010288,52,0
52552,2014,03000010155,53,0
52552,2015,03000010155,54,0
52615,2012,,41,1
52615,2013,,42,1
52615,2014,,43,1
52623,2012,03000010140,52,0
52623,2013,03000010140,53,0
52623,2014,03000010140,54,0
52623,2015,03000010140,55,0
52675,2012,03000010249,43,1
52675,2013,,44,1
52675,2014,,45,1
52738,2012,03000010021,49,1
52738,2013,03000010021,50,1
52738,2014,03000010021,51,1
52738,2015,03000010021,52,1
52794,2012,,42,1
52794,2013,03000010857,43,1
52794,2014,03000010857,44,1
52794,2015,03000010857,45,1
52834,2012,,43,0
52834,2013,,44,0
52834,2014,,45,0
52834,2015,,46,0
52842,2012,03000010144,42,1
52842,2013,03000010144,43,1
52842,2014,03000010144,44,1
52842,2015,03000010144,45,1
52846,2012,03000010151,59,1
52846,2013,03000010151,60,1
52846,2014,03000010256,61,1
52846,2015,03000010151,62,1
52854,2012,03000010364,66,0
52854,2013,03000010364,67,0
52854,2014,03000010364,68,0
52858,2012,,58,1
52858,2013,,59,1
52858,2014,,60,1
52867,2012,03000010130,43,1
52867,2013,03000010130,44,1
52867,2014,03000010130,45,1
52867,2015,03000010130,46,1
52954,2012,03000010123,41,1
52954,2013,03000010123,42,1
52954,2014,03000010123,43,1
52954,2015,03000010123,44,1
53056,2012,03000010368,43,1
53056,2013,03000010368,44,1
53056,2014,03000010368,45,1
53056,2015,03000010368,46,1
53086,2012,03000010110,44,1
53086,2013,03000010110,45,1
53086,2014,03000010110,46,1
53086,2015,03000010110,47,1
53114,2012,03000010352,46,1
53114,2013,03000010352,47,1
53114,2014,03000010352,48,1
53114,2015,03000010352,49,1
53188,2012,,51,1
53188,2013,,52,1
53188,2014,,53,1
53249,2012,,41,0
53249,2013,,42,0
53303,2012,03000010179,46,1
53303,2013,03000010179,47,1
53303,2014,03000010179,48,1
53303,2015,03000010179,49,1
53358,2012,03000010288,54,1
53358,2013,03000010282,55,1
53358,2014,03000010288,56,1
53358,2015,03000010288,57,1
53370,2012,03000010362,45,1
53370,2013,03000010362,46,1
53370,2014,03000010362,47,1
53370,2015,03000010362,48,1
53386,2012,03000010175,42,1
53386,2013,03000010175,43,1
53386,2014,03000010175,44,1
53386,2015,03000010175,45,1
53391,2012,03000010362,59,1
53391,2013,03000010362,60,1
53391,2014,03000010362,61,1
53391,2015,03000010362,62,1
53395,2012,03000010300,54,1
53395,2013,03000010300,55,1
53395,2014,03000010300,56,1
53395,2015,03000010300,57,1
53398,2012,03000010287,62,1
53398,2013,03000010287,63,1
53398,2014,03000010287,64,1
53459,2012,03000010155,50,1
53459,2013,03000010155,51,1
53459,2014,03000010155,52,1
53459,2015,03000010155,53,1
53478,2012,03000010354,42,0
53478,2013,03000010354,43,0
53478,2014,03000010354,44,0
53478,2015,03000010354,45,0
53480,2012,03000010175,61,1
53480,2013,03000010175,62,1
53480,2014,03000010175,63,1
53480,2015,03000010175,64,1
53502,2012,03000010179,61,1
53502,2013,03000010179,62,1
53502,2014,03000010179,63,1
53502,2015,03000010179,64,1
53525,2012,,43,1
53525,2013,,44,1
53525,2014,,45,1
53554,2012,03000010151,42,1
53554,2013,03000010151,43,1
53554,2014,,44,1
53554,2015,,45,1
53555,2012,03000010288,62,1
53555,2013,,63,1
53555,2014,,64,1
53562,2012,03000010160,62,1
53562,2013,03000010160,63,1
53562,2014,03000010160,64,1
53562,2015,03000010160,65,1
53566,2012,03000010107,62,0
53566,2013,03000010107,62,0
53566,2014,03000010107,63,0
53661,2012,03000010287,61,1
53664,2012,03000010290,47.07143,0
53664,2013,,48,0
53664,2014,,49,0
53664,2015,03000010375,50.18182,0
53674,2012,03000010179,45,1
53674,2013,03000010179,46,1
53674,2014,03000010179,47,1
53674,2015,03000010179,48,1
53676,2012,03000010105,46,1
53676,2013,03000010105,47,1
53676,2014,03000010105,48,1
53676,2015,03000010105,49,1
53677,2012,03000010123,42,0
53677,2013,03000010123,43,0
53677,2014,03000010123,44,0
53677,2015,03000010123,45,0
53678,2012,03000010123,43,0
53678,2013,03000010123,44,0
53678,2014,03000010123,45,0
53678,2015,03000010123,46,0
53680,2012,03000010288,45,1
53680,2013,03000010288,46,1
53680,2014,03000010288,47,1
53680,2015,03000010288,48,1
53683,2012,03000010282,48,1
53683,2013,03000010282,50,1
53683,2014,03000010282,51,1
53712,2012,03000010689,47,0
53712,2013,03000010689,48,0
53712,2014,03000010689,49,0
53722,2012,03000010121,52,1
53722,2013,03000010121,53,1
53722,2014,03000010121,54,1
53722,2015,03000010121,55,1
53744,2012,03000010368,43,1
53744,2013,03000010368,44,1
53744,2014,03000010193,45.105263,1
53744,2015,03000010368,46,1
53745,2012,03000010290,42,0
53745,2013,03000010290,43,0
53745,2014,03000010290,44,0
53745,2015,03000010290,45,0
53760,2012,03000010104,55,1
53760,2013,03000010104,56,1
53760,2014,03000010104,57,1
53760,2015,03000010104,58,1
53801,2012,03000010105,47,1
53801,2013,03000010105,48,1
53801,2014,03000010134,49,1
53801,2015,03000010105,50,1
53828,2012,03000010161,41,1
53828,2013,03000010161,42,1
53828,2014,03000010161,43,1
53828,2015,03000010161,44,1
53843,2012,03000010362,45,1
53843,2013,03000010362,46,1
53843,2014,03000010362,47,1
53843,2015,03000010362,48,1
53860,2012,03000010156,44,1
53860,2013,03000010156,45,1
53860,2014,03000010156,46,1
53860,2015,03000010156,47,1
53867,2012,03000010103,44,1
53867,2013,03000010103,45,1
53867,2014,03000010103,46,1
53867,2015,03000010103,47,1
53880,2012,,46,1
53880,2013,,47,1
53880,2014,,48,1
53881,2012,,41,0
53881,2013,,42,0
53881,2014,,43,0
53882,2012,03000010685,41,1
53882,2013,03000010685,42,1
53882,2014,03000010685,43,1
53882,2015,03000010685,44,1
53885,2012,03000010260,41,1
53885,2013,03000010260,42,1
53885,2014,03000010260,43,1
53885,2015,03000010260,44,1
53886,2012,03000010689,49,1
53886,2013,03000010689,50,1
53886,2014,03000010689,51,1
53886,2015,03000010689,52,1
53895,2012,03000010316,50,1
53895,2013,03000010316,51,1
53895,2014,03000010316,52,1
53895,2015,03000010316,53,1
53921,2012,03000010316,48,0
53921,2013,03000010316,49,0
53921,2014,03000010316,50,0
53921,2015,03000010316,51,0
54062,2012,03000010625,64,1
54062,2013,03000010625,65,1
54062,2014,03000010625,66,1
54074,2012,03000010857,44,1
54074,2013,03000010857,45,1
54074,2014,03000010857,46,1
54074,2015,03000010857,47,1
54085,2012,03000010857,44,1
54085,2013,03000010857,45,1
54085,2014,03000010857,46,1
54085,2015,03000010857,47,1
54132,2012,03000010324,47,1
54132,2013,03000010324,48,1
54132,2014,03000010324,49,1
54132,2015,03000010324,50,1
54134,2012,03000010121,45,1
54134,2013,03000010121,46,1
54134,2014,03000010121,47,1
54134,2015,03000010121,48,1
54135,2012,03000010625,52,1
54135,2013,03000010625,53,1
54135,2014,03000010625,54,1
54135,2015,03000010625,55,1
54148,2012,03000010175,51,0
54148,2013,03000010175,52,0
54148,2014,03000010175,53,0
54148,2015,03000010175,54,0
54218,2012,03000010135,42,1
54218,2013,03000010135,43,1
54218,2014,03000010135,44,1
54218,2015,03000010135,45,1
54225,2012,03000010160,41,1
54225,2013,03000010160,42,1
54225,2014,03000010160,43,1
54225,2015,03000010160,44,1
54228,2014,03000010290,56,1
54233,2012,03000010353,42,1
54233,2013,03000010353,43,1
54233,2014,03000010353,44,1
54269,2013,,46,1
54269,2014,,47,1
54269,2015,03000010190,48,1
54273,2012,03000010144,41,1
54273,2013,03000010144,42,1
54273,2014,03000010144,43,1
54273,2015,03000010144,44,1
54283,2012,,54,0
54283,2013,,55,0
54283,2014,,56,0
54301,2012,03000010190,41.05814,1
54301,2013,03000010249,42,1
54301,2014,03000010249,44,1
54342,2012,03000010857,41,1
54342,2013,03000010857,42,1
54342,2014,03000010857,43,1
54342,2015,03000010857,44,1
54367,2012,03000010324,47,1
54367,2013,03000010324,48,1
54367,2014,03000010368,49,1
54367,2015,03000010324,50,1
54421,2012,03000010225,41,1
54421,2013,03000010225,42,1
54421,2014,03000010225,43,1
54435,2012,03000010256,42,1
54435,2013,03000010282,43,1
54435,2014,03000010282,44,1
54435,2015,03000010282,45,1
54444,2012,,43,1
54444,2013,,44,1
54444,2014,,45,1
54444,2015,,46,1
54447,2012,03000010362,62,1
54447,2013,03000010362,63,1
54447,2014,03000010362,64,1
54447,2015,03000010362,65,1
54476,2012,03000010364,43,0
54476,2013,03000010364,44,0
54476,2014,03000010364,45,0
54476,2015,03000010364,46,0
54482,2012,03000010364,55,1
54482,2013,03000010364,56,1
54482,2014,03000010364,57,1
54482,2015,03000010364,58,1
54558,2012,,42,1
54558,2013,,43,1
54558,2014,,44,1
54558,2015,,45,1
54606,2012,03000010282,51,1
54606,2013,03000010282,52,1
54606,2014,03000010282,53,1
54606,2015,03000010282,54,1
54616,2012,03000010362,58,1
54616,2013,03000010364,59,1
54616,2014,03000010364,60,1
54616,2015,03000010364,61,1
54624,2014,03000010156,46,1
54624,2015,03000010156,47,1
54637,2012,03000010362,48,0
54637,2013,03000010362,49,0
54637,2014,03000010362,50,0
54637,2015,03000010362,51,0
54640,2012,03000010165,41,0
