sid,year,id_s_fr,age,female
80186,2013,,38,1
80186,2014,,39,1
80186,2015,03000010857,40,1
80273,2012,03000010360,43,1
80273,2013,03000010360,44,1
80273,2014,03000010360,45,1
80458,2012,03000010352,43,1
80458,2013,03000010352,44,1
80458,2014,03000010352,45,1
80458,2015,03000010352,46,1
80462,2015,,40,1
80523,2012,03000010380,49,1
80523,2013,03000010380,50,1
80523,2014,03000010380,51,1
80523,2015,03000010380,52,1
80577,2012,03000010144,55,1
80577,2013,03000010287,56,1
80577,2014,03000010287,57,1
80577,2015,03000010144,58,1
80622,2012,03000010190,36,0
80622,2013,03000010318,37,0
80622,2014,03000010190,38,0
80622,2015,03000010190,39,0
80646,2012,03000010316,37.032608,1
80646,2013,03000010151,38,1
80646,2014,03000010151,39,1
80646,2015,03000010151,40,1
80652,2012,03000010362,57,0
80652,2013,03000010362,58,0
80652,2014,03000010362,59,0
80652,2015,03000010362,60,0
80793,2012,03000010193,47,0
80793,2013,03000010193,48,0
80793,2014,03000010193,49,0
80793,2015,03000010193,50.030151,0
80907,2012,03000010288,49,0
80907,2013,03000010288,50,0
80907,2014,03000010288,51,0
80907,2015,03000010288,52,0
81013,2015,03000010318,38,0
81052,2012,,34,1
81052,2013,,35,1
81052,2014,,36,1
81057,2012,03000010316,33,1
81057,2013,03000010316,34,1
81057,2014,03000010316,35,1
81071,2012,03000010685,37,0
81071,2013,03000010179,38,0
81071,2014,,39,0
81100,2012,03000010324,46,0
81100,2013,03000010324,47,0
81100,2014,03000010324,48,0
81100,2015,03000010324,49,0
81181,2015,03000010323,40,1
81219,2012,03000010106,41,0
81219,2013,03000010106,42.391304,0
81219,2014,03000010106,43,0
81219,2015,03000010106,44,0
81262,2012,,34,1
81262,2013,,35,1
81262,2014,,36,1
81262,2015,,37,1
81271,2012,,40,1
81271,2013,03000010362,41,1
81271,2014,,42,1
81271,2015,,43,1
81318,2012,03000010316,35,0
81318,2013,03000010316,36,0
81318,2014,03000010316,37,0
81318,2015,03000010316,38,0
81323,2012,03000010291,36,1
81323,2013,03000010291,37,1
81323,2014,03000010291,38,1
81323,2015,03000010291,39,1
81376,2012,03000010323,50,1
81376,2013,03000010323,51,1
81376,2014,03000010193,52,1
81376,2015,03000010323,53,1
81391,2012,03000010362,36,1
81391,2013,03000010362,37,1
81391,2014,03000010362,38,1
81391,2015,03000010362,39,1
81403,2012,03000010287,35,1
81403,2013,03000010103,36,1
81403,2014,03000010103,37,1
81403,2015,03000010103,38,1
81415,2014,,56,1
81415,2015,03000010382,57,1
81432,2012,03000010161,35,1
81432,2013,03000010225,36,1
81432,2014,03000010161,37,1
81432,2015,03000010161,38,1
81439,2012,,38,1
81439,2013,,40,1
81439,2014,,40,1
81495,2012,03000010309,56,1
81495,2013,03000010288,57,1
81495,2014,03000010288,58,1
81495,2015,03000010288,59,1
81521,2012,03000010134,44,1
81521,2013,03000010134,45,1
81521,2014,03000010134,46,1
81521,2015,03000010134,47,1
81540,2012,03000010309,47,1
81540,2013,03000010309,48,1
81540,2014,03000010309,49,1
81540,2015,03000010309,50,1
81563,2014,03000010180,44,0
81593,2012,03000010291,45,1
81593,2013,03000010135,46,1
81593,2014,03000010291,47,1
81593,2015,03000010291,48,1
81610,2012,,56,1
81610,2013,03000010358,57,1
81610,2014,03000010309,58,1
81610,2015,03000010000,59,1
81623,2012,03000010362,44,0
81623,2013,03000010362,45,0
81623,2014,03000010362,46,0
81623,2015,03000010362,47,0
81639,2014,03000010318,45,0
81639,2015,03000010318,46,0
81642,2012,03000010318,51,1
81642,2013,03000010318,52,1
81642,2014,01008330029,53,1
81662,2012,03000010318,43,1
81662,2013,03000010318,44,1
81662,2014,03000010318,45,1
81662,2015,03000010318,46,1
81678,2012,03000010155,48,1
81678,2013,03000010155,49,1
81678,2014,03000010155,50,1
81678,2015,03000010155,51,1
81679,2012,03000010152,46,1
81679,2013,03000010152,47,1
81679,2014,03000010152,48,1
81679,2015,03000010152,49.010929,1
81712,2012,03000010625,43,0
81712,2013,03000010625,44,0
81712,2014,03000010625,45,0
81712,2015,03000010625,46,0
81733,2012,03000010354,36,1
81733,2013,03000010354,37,1
81733,2014,03000010354,38,1
81733,2015,03000010354,39,1
81745,2015,03000010360,39,0
81821,2012,03000010354,36,1
81821,2013,03000010354,37,1
81821,2014,03000010354,38,1
81821,2015,03000010354,39,1
81988,2012,03000010190,34,1
81988,2013,03000010190,35,1
81988,2014,03000010190,36,1
82080,2012,03000010318,33,1
82080,2013,03000010193,34,1
82080,2014,,36,1
82216,2012,03000010165,40,1
82216,2013,03000010165,41,1
82216,2014,03000010165,42,1
82216,2015,03000010165,43,1
82327,2015,07041780010,38,0
82339,2012,03000010167,33,1
82339,2013,03000010167,34,1
82339,2014,03000010167,35,1
82437,2012,03000010380,39,1
82437,2013,03000010380,41,1
82437,2014,03000010380,41,1
82551,2012,03000010290,32,1
82551,2013,03000010290,33,1
82551,2014,03000010290,34,1
82593,2012,,64,1
82593,2013,,65,1
82593,2014,,66,1
82605,2014,03000010288,36,1
82730,2012,03000010360,36,0
82730,2013,03000010360,37,0
82730,2014,03000010360,38,0
82735,2012,03000010175,34,1
82735,2013,03000010175,35,1
82735,2014,03000010175,36,1
82735,2015,03000010175,37,1
82833,2014,03000010179,34,1
82833,2015,03000010179,35,1
82851,2012,,33,1
82851,2013,,34,1
82851,2014,,35,1
82892,2012,03000010625,33,0
82892,2013,03000010625,34,0
82892,2014,03000010625,35,0
82892,2015,03000010625,36,0
82903,2012,03000010282,34,1
82903,2013,03000010282,35,1
82903,2014,03000010179,36,1
82903,2015,03000010179,37,1
82949,2012,03000010175,33,0
82949,2013,03000010175,34,0
82949,2014,03000010175,35,0
82949,2015,03000010175,36,0
83100,2015,,36,0
83393,2012,03000010179,32,1
83393,2013,03000010179,33,1
83393,2014,03000010179,34,1
83393,2015,03000010179,35,1
83403,2012,03000010300,33,1
83403,2013,03000010300,34,1
83403,2014,,35,1
83403,2015,,36,1
83442,2012,03000010135,53,1
83442,2013,03000010135,54,1
83442,2014,03000010135,55,1
83472,2015,,40,1
83518,2012,03000010368,57,1
83518,2013,03000010368,58,1
83518,2014,03000010368,59,1
83518,2015,03000010368,60,1
83576,2012,03000010324,33,1
83576,2013,03000010324,34,1
83576,2014,03000010324,35,1
83576,2015,03000010324,36,1
83643,2012,03000010170,38,1
83643,2013,,39,1
83643,2014,,40,1
83758,2012,03000010364,34,0
83758,2013,03000010364,35,0
83758,2014,03000010364,36,0
83758,2015,03000010364,37,0
83780,2012,03000010179,39,1
83780,2013,03000010179,40,1
83780,2014,03000010179,41,1
83849,2012,03000010362,44,1
83849,2013,03000010362,45,1
83849,2014,03000010362,46,1
83849,2015,03000010362,47,1
83857,2012,03000010857,34,1
83857,2013,03000010857,35,1
83857,2014,03000010857,36,1
83857,2015,03000010857,37,1
83868,2012,,59,0
83868,2013,03000010363,60,0
83868,2014,03000010316,61,0
83905,2012,03000010103,35,1
83905,2013,03000010103,36,1
83905,2014,03000010103,37,1
83905,2015,03000010103,38,1
83938,2012,03000010354,38,1
83938,2013,03000010354,39,1
83938,2014,03000010354,40,1
83938,2015,03000010354,41,1
83954,2013,03000010134,35,0
83954,2014,03000010134,36,0
83962,2013,03000010368,34,0
83962,2014,03000010368,35,0
83962,2015,03000010368,36,0
83986,2012,03000010282,34,1
83986,2013,03000010282,35,1
83986,2014,03000010282,36,1
83986,2015,03000010282,37,1
84028,2012,03000010179,37,1
84028,2013,03000010179,38,1
84028,2014,03000010179,40,1
84083,2012,03000010309,34,1
84083,2013,03000010309,35,1
84083,2014,03000010309,36,1
84146,2012,03000010193,60,1
84146,2013,03000010193,61,1
84146,2014,03000010193,62,1
84146,2015,03000010193,63,1
84163,2014,,,
84208,2012,03000010256,33,1
84208,2013,03000010256,34,1
84208,2014,03000010256,35,1
84208,2015,03000010256,36,1
84244,2012,03000010144,31,1
84244,2013,03000010144,32,1
84244,2014,03000010144,33,1
84244,2015,03000010144,34,1
84256,2015,03000010309,56,0
84269,2012,03000010380,55,1
84269,2013,03000010380,56,1
84269,2014,03000010368,57.073528,1
84269,2015,03000010380,58,1
84336,2015,03000010225,53,1
84364,2012,03000010354,41,1
84364,2013,03000010354,42,1
84364,2014,03000010354,43,1
84364,2015,03000010354,44,1
84366,2015,07040670020,40,1
84422,2012,03000010190,46,0
84422,2013,03000010190,47,0
84422,2014,03000010190,48,0
84422,2015,03000010190,49,0
84429,2014,,39,1
84429,2015,,40,1
84536,2012,03000010161,63,1
84563,2015,03000010107,43,1
84572,2012,,49,1
84572,2013,,50,1
84572,2014,,51,1
84572,2015,03000010857,52,1
84609,2012,03000010625,33,1
84609,2013,03000010625,34,1
84609,2014,03000010625,35,1
84609,2015,03000010625,36,1
84614,2014,03000010160,38,1
84617,2012,03000010105,49,1
84617,2013,03000010105,50,1
84617,2014,03000010105,51,1
84617,2015,03000010105,52,1
84621,2012,03000010360,34,1
84621,2013,03000010360,35,1
84621,2014,03000010360,36,1
84623,2012,03000010362,35,0
84623,2013,03000010362,36,0
84623,2014,03000010352,37,0
84623,2015,03000010362,38,0
84660,2012,03000010190,64,1
84660,2013,03000010190,65,1
84660,2014,03000010190,66,1
84699,2012,03000010249,33,1
84699,2013,03000010249,34,1
84699,2014,03000010249,35,1
84699,2015,03000010249,36,1
84720,2012,03000010021,43,1
84720,2013,03000010021,44,1
84720,2014,03000010021,45,1
84720,2015,03000010021,46,1
84830,2012,03000010175,31,1
84830,2013,03000010175,32,1
84830,2014,03000010175,33,1
84830,2015,03000010175,34,1
84839,2015,03000010151,48,1
84981,2012,03000010105,53,0
84981,2013,03000010256,54,0
84981,2014,03000010105,55,0
84981,2015,03000010105,56,0
85023,2012,03000010311,35,1
85023,2013,03000010311,36,1
85023,2014,03000010311,37,1
85061,2012,03000010170,41,1
85061,2013,03000010170,42,1
85061,2014,03000010170,43,1
85061,2015,03000010170,44,1
85071,2012,03000010382,44,0
85080,2012,03000010291,45,1
85080,2013,03000010291,46,1
85080,2014,03000010291,47,1
85080,2015,,48,1
85087,2012,03000010318,33,0
85087,2013,03000010318,34,0
85087,2014,,35,0
85087,2015,,36,0
85139,2012,03000010119,52,0
85139,2013,03000010119,53,0
85139,2014,03000010119,54,0
85139,2015,03000010119,55,0
85151,2015,03000010134,43,0
85162,2012,03000010260,50,1
85162,2013,03000010260,51,1
85162,2014,03000010260,52,1
85162,2015,03000010260,53,1
85333,2012,03000010190,32,1
85333,2013,03000010190,33,1
85333,2014,03000010190,34,1
85333,2015,03000010190,35,1
85393,2012,03000010316,37,1
85393,2013,03000010316,38,1
85393,2014,03000010316,39,1
85393,2015,03000010316,40,1
85400,2015,03000010318,36,1
85565,2012,03000010175,40,1
85565,2013,03000010175,41,1
85565,2014,03000010175,42,1
85565,2015,03000010175,43,1
85746,2012,03000010107,36,0
85746,2013,03000010107,37,0
85746,2014,03000010107,38,0
85746,2015,03000010107,39,0
85757,2012,03000010179,34,1
85757,2013,03000010179,35,1
85757,2014,03000010256,36.021507,1
85757,2015,03000010179,37.072727,1
85814,2012,03000010193,32,1
85814,2013,03000010193,33,1
85814,2014,03000010193,34,1
85814,2015,03000010193,35,1
85851,2015,03000010226,47.171234,1
85856,2012,03000010857,32,1
85856,2013,03000010857,33,1
85856,2014,03000010857,34,1
85856,2015,03000010857,35,1
85862,2012,03000010106,32,1
85862,2013,01002730019,33,1
85862,2014,03000010106,34,1
85862,2015,03000010106,35,1
85879,2012,03000010179,33,1
85879,2013,,34,1
85879,2014,,35,1
85888,2015,03000010368,49,1
85913,2012,03000010358,33,1
85913,2013,03000010352,34,1
85913,2014,03000010360,35,1
85913,2015,03000010360,36,1
85924,2012,03000010179,35,1
85924,2013,03000010179,36,1
85924,2014,03000010179,37,1
85924,2015,03000010179,38,1
85972,2014,03000010290,48,1
86014,2012,03000010309,46,1
86014,2013,03000010260,47,1
86014,2014,03000010260,48,1
86014,2015,03000010260,49,1
86122,2014,03000010282,49,1
86147,2012,03000010362,37,1
86147,2013,03000010362,38,1
86147,2014,03000010362,39,1
86147,2015,03000010362,40,1
86162,2012,03000010249,32,1
86162,2013,03000010249,33,1
86162,2014,03000010249,34,1
86162,2015,03000010249,35,1
86207,2015,03000010175,44,1
86211,2012,03000010318,51,0
86211,2013,03000010360,52,0
86211,2014,03000010318,53,0
86249,2012,03000010190,59,1
86249,2013,03000010190,60,1
86249,2014,03000010190,61,1
86249,2015,03000010190,62,1
86261,2012,03000010105,39,1
86261,2013,03000010105,40,1
86261,2014,03000010105,41,1
86261,2015,03000010105,42,1
86279,2014,03000010282,33,1
86295,2012,03000010190,41,1
86295,2013,03000010190,42,1
86295,2014,03000010190,43,1
86295,2015,03000010190,44,1
86315,2012,03000010382,32,1
86315,2013,03000010382,33,1
86315,2014,03000010372,34,1
86315,2015,03000010382,35,1
86652,2015,03000010161,35,1
86707,2012,,32,1
86707,2013,,33,1
86707,2014,,34,1
86765,2012,03000010134,31,1
86765,2013,03000010134,32,1
86765,2014,03000010134,33,1
86765,2015,03000010134,34,1
86805,2012,03000010368,38,1
86805,2013,03000010368,39,1
86805,2014,03000010368,40,1
86875,2012,03000010135,61,1
86875,2013,03000010135,62,1
86875,2014,03000010135,63,1
86911,2012,03000010362,31,1
86911,2013,03000010362,32,1
86911,2014,03000010362,33,1
86927,2012,03000010161,32,1
86927,2013,03000010161,33,1
86927,2014,03000010161,34,1
86927,2015,03000010161,35,1
87082,2012,,32,0
87082,2013,,33,0
87082,2014,,34,0
87082,2015,,35,0
87125,2012,03000010165,32,1
87125,2013,03000010165,33,1
87125,2014,03000010165,34,1
87125,2015,03000010165,35,1
87189,2012,03000010160,46,1
87189,2013,03000010160,47,1
87189,2014,03000010160,48,1
87189,2015,03000010160,49,1
87208,2012,03000010382,49.333332,1
87208,2013,03000010249,50,1
87208,2014,03000010107,51.333332,1
87208,2015,03000010249,52,1
87259,2012,,33,1
87259,2013,,34,1
87259,2014,,36,1
87259,2015,03000010179,36.142857,1
87286,2015,01002810030,34,1
87368,2012,03000010103,32,1
87368,2013,03000010103,33,1
87368,2014,03000010103,35,1
87395,2012,03000010165,33,1
87395,2013,03000010165,34,1
87395,2014,03000010358,35.020409,1
87395,2015,03000010165,36,1
87473,2012,03000010161,38,1
87473,2013,03000010291,39.014183,1
87473,2014,03000010291,40,1
87473,2015,03000010291,41.036587,1
87601,2012,03000010179,43,0
87601,2013,03000010179,44,0
87601,2014,03000010179,45,0
87601,2015,03000010179,46,0
87634,2012,03000010282,33,1
87634,2013,03000010282,34,1
87634,2014,03000010282,35,1
87634,2015,03000010282,36,1
87687,2015,01000110812,49,0
87742,2012,,54,1
87742,2013,,55,1
87742,2014,,56,1
87742,2015,,57,1
87799,2012,03000010323,37,0
87799,2013,03000010323,38,0
87799,2014,03000010323,39,0
87799,2015,03000010323,40,0
87928,2012,03000010175,35,0
87928,2013,03000010175,36,0
87928,2014,03000010354,37,0
87933,2012,03000010106,51,1
87933,2013,03000010106,52,1
87933,2014,03000010106,53,1
87933,2015,03000010106,54,1
87992,2012,03000010318,36,0
87992,2013,03000010318,37,0
88064,2012,03000010309,47,1
88064,2013,03000010309,48,1
88064,2014,03000010309,49,1
88089,2012,03000010309,58,1
88089,2013,03000010309,59,1
88089,2014,03000010309,60,1
88089,2015,03000010309,61,1
88119,2012,03000010354,35,0
88119,2013,03000010354,36,0
88119,2014,03000010354,37,0
88119,2015,03000010354,38,0
88162,2012,03000010352,34,0
88162,2013,03000010352,35,0
88162,2014,03000010352,36,0
88162,2015,03000010352,37,0
88175,2012,03000010121,34,0
88175,2013,03000010121,35,0
88175,2014,03000010121,36,0
88175,2015,03000010121,37,0
88188,2014,03000010309,37,1
88188,2015,03000010309,38,1
88261,2012,03000010104,49,0
88261,2013,03000010104,50,0
88261,2014,03000010104,51,0
88261,2015,03000010104,52,0
88276,2012,03000010190,36,1
88276,2013,03000010190,37,1
88276,2014,03000010190,38,1
88276,2015,03000010190,39,1
88277,2012,03000010021,39,0
88277,2013,,40,0
88277,2014,,41,0
88277,2015,03000010382,42.055557,0
88364,2012,03000010362,38,0
88364,2013,03000010362,39,0
88364,2014,03000010362,40,0
88364,2015,03000010362,41,0
88400,2012,03000010289,45,1
88400,2013,03000010289,46,1
88400,2014,03000010289,46,1
88459,2015,,36,0
88467,2014,,57,1
88467,2015,03000010382,58,1
88475,2012,03000010362,32,1
88475,2013,03000010362,33,1
88475,2014,03000010362,34,1
88475,2015,03000010362,35,1
88515,2012,03000010021,34,1
88515,2013,03000010021,35,1
88515,2014,03000010021,36,1
88515,2015,03000010021,37,1
88579,2012,03000010354,35,0
88579,2013,03000010354,36,0
88579,2014,03000010354,37,0
88579,2015,03000010354,38,0
88692,2012,03000010380,55,1
88692,2013,03000010380,56,1
88692,2014,03000010380,57,1
88692,2015,03000010380,58,1
88715,2012,03000010160,56,0
88715,2013,03000010160,57,0
88715,2014,03000010160,58,0
88715,2015,03000010160,59,0
88743,2012,03000010170,48,1
88743,2013,03000010170,49,1
88743,2014,,50,1
88797,2012,03000010190,53,1
88797,2013,03000010190,54,1
88797,2014,03000010190,55,1
88797,2015,03000010190,56,1
88859,2012,03000010290,51,1
88874,2012,03000010135,50,1
88874,2013,03000010135,50,1
88874,2014,03000010135,51,1
88874,2015,03000010135,52,1
88904,2012,,33,1
88904,2013,,34,1
88904,2014,,35,1
88904,2015,03000010000,36,1
89034,2012,03000010225,45,0
89034,2013,03000010225,46,0
89034,2014,03000010225,47,0
89034,2015,03000010225,48,0
89042,2014,01001960710,33,1
89042,2015,03000010226,34,1
89155,2012,03000010689,31,0
89155,2013,03000010689,32,0
89155,2014,03000010689,33,0
89155,2015,03000010689,34,0
89188,2014,03000010360,47,1
89217,2012,03000010368,43,1
89217,2013,03000010368,44,1
89217,2014,03000010368,45,1
89235,2012,03000010106,33,1
89235,2013,03000010106,34,1
89235,2014,03000010106,35,1
89303,2012,03000010021,31,1
89303,2013,03000010021,33,1
89303,2014,03000010021,34,1
89363,2012,03000010160,35,1
89363,2013,03000010160,35.076271,1
89363,2014,03000010160,36,1
89363,2015,03000010160,37,1
89386,2015,01002720886,41,1
89420,2012,,32,1
89420,2013,,33,1
89420,2014,,34,1
89420,2015,,35,1
89458,2014,03000010156,33,1
89458,2015,03000010156,34,1
89478,2012,03000010380,31,1
89478,2013,03000010380,33,1
89478,2014,03000010380,33,1
89514,2012,03000010256,31,1
89514,2013,03000010256,32,1
89514,2014,03000010256,33,1
89514,2015,03000010256,34,1
89535,2012,03000010256,41,1
89535,2013,03000010256,43,1
89535,2014,03000010256,43,1
89561,2012,03000010301,31.043243,1
89561,2013,03000010309,32,1
89561,2014,03000010309,33,1
89561,2015,03000010309,34,1
89589,2012,03000010324,39,1
89589,2013,03000010324,40,1
89589,2014,03000010324,41,1
89589,2015,03000010324,42,1
89636,2012,03000010857,35,1
89636,2013,03000010857,36,1
89636,2014,03000010857,37,1
89636,2015,03000010857,38,1
89684,2012,03000010107,36,1
89684,2013,03000010107,37,1
89684,2014,03000010107,38,1
89684,2015,03000010107,39,1
89688,2012,03000010107,33,1
89688,2013,03000010107,34,1
89688,2014,03000010107,35,1
89688,2015,03000010107,36,1
89689,2012,,40,1
89689,2013,03000010857,41,1
89689,2014,03000010857,42,1
89689,2015,03000010857,43,1
89694,2012,03000010161,34,0
89694,2013,03000010225,35,0
89694,2014,03000010225,36,0
89699,2012,03000010364,32,0
89699,2013,03000010364,33,0
89699,2014,01001910066,34,0
89699,2015,03000010364,35,0
89704,2014,,38,1
89704,2015,03000010364,39,1
89755,2012,03000010288,59,0
89755,2013,03000010288,60,0
89755,2014,03000010288,61,0
89875,2015,03000010190,57,1
89915,2012,,34,1
89915,2013,,36,1
89915,2014,,36,1
89936,2012,03000010106,44,0
89936,2013,03000010106,45,0
89936,2014,,46,0
89975,2012,03000010135,31,1
89975,2013,03000010135,32,1
89975,2014,03000010135,33,1
89975,2015,03000010135,34,1
90005,2014,,33,1
90005,2015,,34,1
90017,2014,01000160772,32,1
90022,2015,,37,0
90398,2014,03000010362,35,0
90398,2015,03000010362,36,0
90407,2014,,,
90498,2012,03000010362,47,1
90498,2013,03000010362,48,1
90498,2014,03000010362,49,1
90577,2014,01002800037,35,1
90577,2015,03000010287,36,1
90578,2012,03000010193,32,1
90578,2013,03000010193,33,1
90578,2014,03000010193,34,1
90578,2015,03000010193,35,1
90741,2012,03000010301,33,1
90741,2013,03000010301,34,1
90741,2014,03000010301,35,1
90838,2012,03000010260,31,1
90838,2013,03000010260,32,1
90838,2014,03000010260,33,1
90838,2015,03000010260,34,1
90879,2012,03000010291,31,1
90879,2013,03000010291,32,1
90879,2014,03000010291,33,1
90906,2012,03000010121,36,0
90906,2013,03000010121,37,0
90906,2014,03000010121,38,0
90906,2015,03000010121,39,0
90967,2012,03000010165,33,1
90967,2013,03000010165,34,1
90967,2014,03000010165,35,1
90967,2015,03000010165,36,1
90977,2014,03000010363,33,1
90977,2015,03000010363,34,1
91110,2012,03000010360,32,1
91110,2013,03000010360,33,1
91110,2014,03000010360,34,1
91110,2015,03000010360,35,1
91219,2012,03000010309,34,1
91219,2013,03000010309,35,1
91219,2014,03000010309,36,1
91219,2015,03000010309,37,1
91254,2015,,36,1
91267,2012,03000010857,48,1
91267,2013,03000010857,49,1
91267,2014,03000010857,50,1
91267,2015,03000010857,51,1
91345,2012,03000010289,40.272728,1
91345,2013,03000010289,42,1
91345,2014,03000010289,42,1
91349,2014,03000010352,34,0
91349,2015,03000010352,35,0
91457,2012,03000010288,40,1
91457,2013,03000010288,41,1
91457,2014,03000010288,42,1
91457,2015,03000010288,43,1
91460,2014,03000010249,37,1
91460,2015,03000010249,38,1
91480,2012,03000010151,52,1
91480,2013,03000010318,53,1
91480,2014,03000010151,54,1
91480,2015,03000010151,55,1
91566,2012,,32,1
91566,2013,,34,1
91566,2014,,35,1
91662,2013,,33,0
91662,2014,,34,0
91662,2015,,35,0
91866,2012,03000010382,32,0
91866,2013,03000010382,33,0
91866,2014,03000010382,34,0
91877,2012,03000010179,37,1
91877,2013,03000010179,38,1
91877,2014,03000010368,39,1
91877,2015,03000010179,40,1
91909,2012,,33,0
91909,2013,03000010415,34.363636,0
91909,2014,,35,0
91909,2015,03000010368,36,0
91943,2012,03000010360,34,1
91943,2013,03000010360,35,1
91943,2014,03000010360,36,1
91943,2015,03000010360,37,1
91989,2013,03000010382,41,1
91989,2014,03000010382,42,1
91989,2015,03000010382,43,1
92011,2012,03000010368,44,0
92011,2013,03000010368,45,0
92011,2014,03000010368,46,0
92011,2015,03000010368,47,0
92037,2012,03000010256,30,1
92037,2013,03000010256,31,1
92037,2014,03000010256,32,1
92037,2015,03000010256,33,1
92041,2012,03000010352,33,1
92041,2013,03000010352,34,1
92041,2014,03000010352,35,1
92041,2015,03000010352,36,1
92052,2015,,52,1
92082,2012,03000010179,32,1
92082,2013,03000010179,33,1
92082,2014,03000010179,34,1
92082,2015,03000010179,35,1
92083,2013,03000010282,49,1
92083,2014,03000010282,50,1
92136,2012,03000010318,39,1
92136,2013,03000010318,40,1
92136,2014,03000010318,41,1
92202,2015,03000010362,35,1
92264,2012,03000010352,33,0
92264,2013,03000010352,34,0
92264,2014,03000010352,35,0
92264,2015,03000010352,36,0
92279,2012,03000010170,38,1
92279,2013,03000010170,39,1
92279,2014,03000010288,40.026737,1
92279,2015,03000010170,41,1
92292,2013,03000010161,36,0
92292,2014,03000010161,37,0
92292,2015,03000010161,38,0
92456,2012,03000010151,30,1
92456,2015,03000010151,33,1
92564,2012,03000010225,36,1
92564,2013,03000010225,37,1
92564,2014,03000010225,38,1
92564,2015,03000010225,39,1
92584,2012,,29,1
92584,2013,,30,1
92584,2014,,31,1
92613,2015,03000010287,32,1
92633,2012,03000010360,49,1
92633,2013,03000010360,50,1
92633,2014,03000010360,51,1
92636,2012,03000010105,31,1
92636,2013,03000010105,33,1
92636,2014,03000010105,34,1
92663,2012,03000010103,31,1
92663,2013,03000010103,32,1
92663,2014,03000010103,33,1
92663,2015,03000010103,34,1
92672,2013,03000010625,37,0
92672,2014,03000010625,38,0
92762,2012,03000010352,36,1
92762,2013,03000010352,37,1
92762,2014,,38,1
92762,2015,,39,1
92840,2012,03000010685,30,1
92840,2013,03000010685,31,1
92840,2014,03000010685,32,1
92840,2015,03000010685,33,1
92848,2015,01000110192,33,1
92858,2012,03000010358,33,1
92858,2013,03000010358,34,1
92858,2014,03000010318,35,1
92858,2015,03000010358,36,1
92976,2012,,30,1
92976,2013,,31,1
92976,2014,,32,1
93055,2012,03000010363,51,1
93055,2013,03000010363,52,1
93055,2014,03000010363,53,1
93055,2015,03000010363,54.06329,1
93059,2012,03000010249,32,1
93059,2013,03000010249,33,1
93059,2014,03000010249,34,1
93059,2015,03000010249,35,1
93124,2012,03000010324,55,1
93124,2013,03000010324,56,1
93124,2014,03000010324,57,1
93124,2015,03000010324,58,1
93168,2012,03000010179,61,0
93168,2013,03000010360,62,0
93168,2014,03000010360,63,0
93196,2012,03000010309,32,0
93196,2013,03000010309,33,0
93196,2014,03000010309,34,0
93196,2015,03000010309,35,0
93271,2014,03000010291,41,1
93271,2015,03000010291,42,1
93273,2012,03000010352,37,0
93273,2013,03000010352,38,0
93273,2014,03000010352,39,0
93296,2012,03000010110,30,1
93296,2013,03000010110,31,1
93296,2014,03000010110,32,1
93296,2015,03000010110,33,1
93357,2015,03000010190,66,1
93412,2012,03000010119,53,1
93412,2013,03000010119,54.028984,1
93412,2014,03000010119,55.032787,1
93412,2015,03000010119,56.020203,1
93422,2012,03000010260,35,1
93422,2013,03000010260,36,1
93422,2014,03000010260,37,1
93422,2015,03000010260,38,1
93442,2012,03000010368,37,1
93442,2013,03000010368,38,1
93442,2014,03000010368,39,1
93442,2015,03000010368,40,1
93526,2012,,29,1
93526,2013,,30,1
93526,2014,,31,1
93526,2015,,32,1
93532,2012,03000010289,49,1
93532,2013,03000010289,50,1
93532,2014,03000010289,51,1
93532,2015,03000010289,52,1
93566,2012,03000010103,30,0
93566,2013,03000010103,31,0
93566,2014,03000010103,32,0
93566,2015,03000010103,33,0
93725,2012,03000010123,29,1
93725,2013,03000010123,30,1
93725,2014,03000010123,31,1
93725,2015,03000010123,32,1
93869,2012,03000010106,39,1
93869,2013,03000010318,40,1
93869,2014,03000010106,41,1
93869,2015,03000010106,42,1
93944,2012,03000010155,29,1
93944,2013,03000010155,30,1
93944,2014,03000010155,31,1
93944,2015,03000010155,32,1
94031,2012,03000010353,38,0
94031,2013,03000010353,39,0
94031,2014,03000010353,40,0
94031,2015,03000010353,41,0
94158,2012,03000010364,31,0
94158,2013,03000010364,32,0
94158,2014,03000010364,33,0
94158,2015,03000010364,34,0
94159,2012,03000010358,31,1
94159,2013,03000010354,32,1
94159,2014,03000010354,33,1
94159,2015,03000010354,34,1
94160,2015,03000010363,36,0
94220,2012,03000010107,34,1
94220,2013,03000010107,35,1
94220,2014,03000010107,36,1
94220,2015,03000010107,37,1
94231,2012,03000010316,45,1
94231,2013,03000010316,46,1
94231,2014,03000010316,47,1
94231,2015,03000010316,48,1
94266,2012,03000010105,34.076923,1
94266,2013,,36,1
94266,2014,03000010105,36.00568,1
94266,2015,,37,1
94315,2012,03000010323,29,1
94315,2013,03000010323,30,1
94315,2014,03000010323,31,1
94315,2015,03000010323,32,1
94350,2012,03000010380,30,0
94350,2013,03000010380,31,0
94350,2014,03000010380,32,0
94350,2015,03000010380,33,0
94377,2015,03000010368,38,1
94392,2012,03000010021,49,1
94392,2013,03000010021,50,1
94392,2014,03000010021,51,1
94392,2015,03000010021,52,1
94473,2012,03000010119,30,1
94473,2013,03000010119,31,1
94473,2014,03000010119,32,1
94473,2015,03000010119,33,1
94563,2012,03000010190,33,1
