"","person_id","year","perf_a","perf_b","performance","perf_c","performance_c","status","avg_absences","absence","id_s_fr","age","female","department"
"4283",47008,2015,1.378756631,NA,1,0.029954743,1,"Active",1.4182693,1,3000010175,55,1,1
"4284",47008,2016,0.894091824,NA,1,-0.069390945,1,"Active",0.55077779,1,NA,NA,NA,NA
"4285",47008,2017,-0.107389701,NA,1,-1.7471488,1,NA,NA,NA,NA,NA,NA,NA
"4286",47012,2013,1.673285518,NA,1,1.6732855,1,"Active",8.2242403,1,3000010110,51,1,1
"4287",47012,2014,0.037901824,1.600527694,1,0.62935889,1,"Active",8.6952963,1,3000010110,52,1,1
"4288",47012,2015,1.582544987,-0.650021262,1,0.87526065,1,"Active",1.6553798,1,3000010110,53,1,1
"4289",47012,2016,0.06721099,1.19593363,1,0.098123953,1,"Active",0.57407713,1,NA,NA,NA,NA
"4290",47012,2017,0.032354928,NA,1,-0.36170262,1,NA,NA,NA,NA,NA,NA,NA
"4291",47054,2013,0.353217906,NA,1,0.3532179,1,"Active",8.1033201,1,3000010364,46,0,1
"4292",47054,2014,2.100762373,NA,1,1.5287591,1,"Active",8.6494989,1,3000010364,47,0,1
"4293",47054,2015,0.414315683,NA,1,0.34059253,1,"Active",1.6486003,1,3000010364,48,0,1
"4294",47054,2016,0.087472776,NA,1,0.087472774,1,"Active",0.98557669,1,NA,NA,NA,NA
"4295",47054,2017,-0.817564133,NA,1,-0.81756413,1,NA,NA,NA,NA,NA,NA,NA
"4296",47086,2013,-0.645301326,NA,1,-0.64530134,1,"Active",8.8687086,1,3000010105,45,1,1
"4297",47086,2014,-0.283987583,NA,1,-0.48774928,1,"Active",8.7895756,1,3000010105,46,1,1
"4298",47086,2015,-0.314476876,NA,1,-0.40088093,1,"Active",1.8038106,1,3000010105,47,1,1
"4299",47086,2016,-0.782722168,NA,1,-0.25583217,1,"Active",0.5617314,1,NA,NA,NA,NA
"4300",47086,2017,-0.300093893,NA,1,-0.39156485,1,NA,NA,NA,NA,NA,NA,NA
"4301",47118,2013,0.276634411,NA,1,0.27663442,1,"Active",8.2195969,1,3000010156,59,1,1
"4302",47118,2014,1.770529335,1.234261082,1,0.85161662,1,"Active",8.2451,1,3000010156,60,1,1
"4303",47118,2015,2.23867426,NA,1,2.2386742,1,"Active",1.8716357,1,3000010156,61,1,1
"4304",47118,2016,1.080394176,NA,1,1.0803941,1,"Active",0.36806771,1,NA,NA,NA,NA
"4305",47118,2017,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4306",47122,2013,1.775139935,-1.025086053,1,-0.21526535,1,"Active",8.5458117,1,3000010132,49,1,1
"4307",47122,2014,1.303128617,0.296484773,1,0.58829176,1,"Active",8.9355154,1,3000010132,50,1,1
"4308",47122,2015,1.248131155,-0.638542686,1,0.80022085,1,"Active",1.6634574,1,3000010132,51,1,1
"4309",47122,2016,1.218226869,-0.824784235,1,0.86530167,1,"Active",0.55023456,1,NA,NA,NA,NA
"4310",47122,2017,0.429420884,NA,1,-0.22423257,1,NA,NA,NA,NA,NA,NA,NA
"4311",47165,2013,-0.076435166,0.091674874,1,0.096593268,1,"Active",8.722373,1,3000010105,45,1,1
"4312",47165,2014,0.512288345,-0.063785697,1,-0.46550161,1,"Active",8.874588,1,3000010105,46,1,1
"4313",47165,2015,-0.907511629,-0.726717722,1,-0.2893123,1,"Active",1.6553854,1,3000010105,47,1,1
"4314",47165,2016,0.610671591,-0.242313188,1,0.51852143,1,"Active",0.67271096,1,NA,NA,NA,NA
"4315",47165,2017,NA,NA,1,0.32275501,1,NA,NA,NA,NA,NA,NA,NA
"4316",47203,2013,-0.39038431,-2.279886953,1,-1.5733541,1,"Active",8.6209688,1,3000010110,46,0,1
"4317",47203,2014,1.979625968,-1.017071009,1,-0.22790626,1,"Active",8.7333059,1,3000010110,47,0,1
"4318",47203,2015,-0.662110131,0.220683866,1,0.04413227,1,"Active",1.6445333,1,3000010110,48,0,1
"4319",47203,2016,-0.770066919,-0.250270833,1,-0.57123524,1,"Active",0.9750613,1,NA,NA,NA,NA
"4320",47203,2017,-2.457947482,NA,1,-0.96483999,1,NA,NA,NA,NA,NA,NA,NA
"4321",47246,2013,0.276128308,NA,1,0.27612832,1,"Active",8.9120941,1,3000010190,46,1,1
"4322",47246,2014,-1.718062905,-1.504474926,1,-0.46496043,1,"Active",8.1927843,1,3000010190,47,1,1
"4323",47246,2015,0.307734827,0.878609309,1,0.73132688,1,"Active",1.3775311,1,3000010190,48,1,1
"4324",47246,2016,0.228292277,-0.456056413,1,0.29904264,1,"Active",0.93242764,1,NA,NA,NA,NA
"4325",47246,2017,0.739033988,NA,1,0.12654044,1,NA,NA,NA,NA,NA,NA,NA
"4326",47252,2013,0.356546396,0.254558622,1,0.31727508,1,"Active",8.84863,1,3000010106,46,1,1
"4327",47252,2014,0.042834914,1.225781559,1,-0.94698393,1,"Active",9.0275717,1,3000010106,47,1,1
"4328",47252,2015,0.439038197,0.817303197,1,0.37828365,1,"Active",2.0820954,1,3000010106,48,1,1
"4329",47252,2016,1.20409774,0.865008502,1,0.46482587,1,"Active",0.16699894,1,NA,NA,NA,NA
"4330",47252,2017,0.368140807,NA,1,-0.094011709,1,NA,NA,NA,NA,NA,NA,NA
"4331",47258,2013,0.275528246,0.302744686,1,0.095758453,1,"Active",8.4875679,1,3000010105,45,1,1
"4332",47258,2014,0.546584241,0.334280071,1,0.18648872,1,"Active",9.0274601,1,3000010105,46,1,1
"4333",47258,2015,-0.218025701,1.536421756,1,0.32160988,1,"Active",1.3141274,1,3000010105,47,1,1
"4334",47258,2016,0.302830111,0.333627933,1,0.23648618,1,"Active",0.020352816,1,NA,NA,NA,NA
"4335",47258,2017,0.210216709,NA,1,0.652412,1,NA,NA,NA,NA,NA,NA,NA
"4336",47267,2013,-0.212084579,-1.309277772,1,-1.0477672,1,"Active",8.7513876,1,3000010152,48,1,1
"4337",47267,2014,0.699724158,-1.150567195,1,-0.44358277,1,"Active",8.0543842,1,3000010152,49,1,1
"4338",47267,2015,2.424984868,-0.715596278,1,1.4255102,1,"Active",1.3539728,1,3000010152,50,1,1
"4339",47267,2016,-0.860656813,-1.455579856,1,-0.60465372,1,"Active",0.96659958,1,NA,NA,NA,NA
"4340",47267,2017,-0.292105765,NA,1,0.21138541,1,NA,NA,NA,NA,NA,NA,NA
"4341",47281,2013,0.715697804,-0.784506876,1,-0.34532613,1,"Active",8.2472067,1,3000010135,59,1,1
"4342",47281,2014,0.013467512,0.015998622,1,0.3302404,1,"Active",8.2436333,1,NA,60,1,1
"4343",47281,2015,NA,NA,1,NA,NA,"Active",1.2255864,1,NA,61,1,1
"4344",47281,2016,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4345",47281,2017,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4346",47282,2013,0.636975133,NA,1,0.63697511,1,"Active",8.7863245,1,3000010309,65,1,1
"4347",47282,2014,0.551870383,NA,1,-1.256428,1,"",8.3718777,1,3000010309,67,1,1
"4348",47282,2015,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4349",47282,2016,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4350",47282,2017,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4351",47288,2013,-4.546416561,NA,1,-4.5464163,1,"",8.5435553,1,3000010152,61,0,1
"4352",47288,2014,NA,NA,1,NA,NA,"",8.732254,1,3000010152,62,0,1
"4353",47288,2015,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4354",47288,2016,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4355",47288,2017,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4356",47324,2013,0.275910886,1.272009791,1,0.84457207,1,"Active",8.3857489,1,3000010155,51,1,1
"4357",47324,2014,0.248708425,0.056544566,1,-0.62233394,1,"Active",8.7672005,1,3000010155,52,1,1
"4358",47324,2015,-0.35390494,-0.478392883,1,-0.22428867,1,"Active",1.8096478,1,3000010155,53,1,1
"4359",47324,2016,-0.611478094,-0.436634948,1,-0.4388493,1,"Active",0.3714591,1,NA,NA,NA,NA
"4360",47324,2017,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4361",47332,2013,1.232290996,NA,1,1.232291,1,"Active",8.8476181,1,3000010165,47,1,1
"4362",47332,2014,2.270281978,NA,1,1.5625621,1,"Active",8.0539408,1,3000010165,48,1,1
"4363",47332,2015,1.517593493,NA,1,1.5175935,1,"Active",2.0854249,1,3000010165,49,1,1
"4364",47332,2016,1.185596024,NA,1,0.9146108,1,"Active",0.70493507,1,NA,NA,NA,NA
"4365",47332,2017,0.284236988,NA,1,0.73067826,1,NA,NA,NA,NA,NA,NA,NA
"4366",47339,2013,-0.81389761,1.00915789,1,0.15499064,1,"Active",8.4602385,1,3000010107,46,1,1
"4367",47339,2014,0.039373866,-0.0711983,1,0.53619826,1,"Active",8.9439058,1,3000010179,47,1,1
"4368",47339,2015,0.722746754,-0.818934677,1,0.58290571,1,"Active",1.8164046,1,3000010179,48,1,1
"4369",47339,2016,0.031244936,1.422543681,1,0.25247964,1,"Active",0.052204378,1,NA,NA,NA,NA
"4370",47339,2017,NA,NA,1,0.62990803,1,NA,NA,NA,NA,NA,NA,NA
"4371",47343,2013,0.345397262,NA,1,0.34539726,1,"Active",8.5497236,1,3000010160,56,1,1
"4372",47343,2014,0.043997968,NA,1,-1.092392,1,"Active",8.061698,1,3000010160,57.052631,1,1
"4373",47343,2015,0.358948602,NA,1,0.19308177,1,"Active",1.3023807,1,3000010160,58.049999,1,1
"4374",47343,2016,0.253058832,NA,1,-0.6755982,1,"Active",0.15413862,1,NA,NA,NA,NA
"4375",47343,2017,0.37865213,NA,1,-0.069012903,1,NA,NA,NA,NA,NA,NA,NA
"4376",47364,2013,NA,NA,1,NA,NA,"Active",8.7567196,1,3000010107,53,1,1
"4377",47364,2014,-1.402832202,NA,1,-1.7011256,1,"Active",8.5849009,1,3000010160,54,1,1
"4378",47364,2015,-0.625465271,NA,1,-0.65449953,1,"Active",1.9218889,1,3000010160,55,1,1
"4379",47364,2016,0.109516946,NA,1,0.007505989,1,"Active",0.91040093,1,NA,NA,NA,NA
"4380",47364,2017,-0.006787608,NA,1,-1.0146211,1,NA,NA,NA,NA,NA,NA,NA
"4381",47372,2013,0.56572326,NA,1,0.56572324,1,"Active",8.9004354,1,3000010193,56,1,1
"4382",47372,2014,0.570508958,NA,1,0.57050896,1,"Active",8.0681314,1,3000010193,57,1,1
"4383",47372,2015,0.662151227,NA,1,0.66215122,1,"Active",1.6211437,1,3000010193,58,1,1
"4384",47372,2016,0.495217765,NA,1,0.49521777,1,"Active",0.42870787,1,NA,NA,NA,NA
"4385",47372,2017,0.157369591,NA,1,0.15736958,1,NA,NA,NA,NA,NA,NA,NA
"4386",47380,2013,-0.178011652,1.560755305,1,0.58262187,1,"Active",8.8566656,1,3000010288,63,1,1
"4387",47380,2014,0.687634783,NA,1,0.80064124,1,"Active",8.4224205,1,3000010288,64,1,1
"4388",47380,2015,0.618055505,2.698393862,1,1.2358106,1,"Active",1.3907963,1,3000010288,65,1,1
"4389",47380,2016,0.058888613,2.737418459,1,1.190635,1,NA,NA,NA,NA,NA,NA,NA
"4390",47380,2017,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4391",47390,2013,1.156276646,-0.706548999,1,0.036401838,1,"Active",8.8094234,1,3000010180,63,1,1
"4392",47390,2014,0.569142633,-0.335075913,1,0.35547104,1,"",9.0153494,1,3000010180,64,1,1
"4393",47390,2015,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4394",47390,2016,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4395",47390,2017,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4396",47409,2013,0.410906731,NA,1,0.41090676,1,"Active",8.0345011,1,3000010354,44,1,1
"4397",47409,2014,0.041266259,NA,1,0.43459213,1,"Active",8.4243755,1,3000010354,45,1,1
"4398",47409,2015,0.839621343,NA,1,0.42619994,1,"Active",2.008822,1,3000010354,46,1,1
"4399",47409,2016,1.735045884,NA,1,0.40887028,1,"Active",0.72553819,1,NA,NA,NA,NA
"4400",47409,2017,0.59806219,NA,1,0.40380755,1,NA,NA,NA,NA,NA,NA,NA
"4401",47411,2013,-1.694872071,NA,1,-1.694872,1,"Active",8.0351686,1,3000010190,57,0,1
"4402",47411,2014,-3.47382145,NA,1,-0.66981602,1,"Active",9.0202665,1,3000010190,58,0,1
"4403",47411,2015,-2.178539904,NA,1,-0.36092809,1,"Active",1.1865636,1,3000010190,59,0,1
"4404",47411,2016,-2.394722249,NA,1,-2.1451938,1,"Active",0.69271213,1,NA,NA,NA,NA
"4405",47411,2017,-2.102691171,NA,1,-1.9478818,1,NA,NA,NA,NA,NA,NA,NA
"4406",47478,2013,0.768714708,0.315605251,1,0.40073931,1,"Active",8.8786354,1,3000010160,45,1,1
"4407",47478,2014,0.570379545,-0.114902626,1,0.64875674,1,"Active",8.4220371,1,3000010160,46,1,1
"4408",47478,2015,0.623293239,0.395975891,1,0.62988847,1,"Active",1.540581,1,3000010160,47,1,1
"4409",47478,2016,0.015010308,0.059803246,1,0.1623673,1,"Active",0.73502183,1,NA,NA,NA,NA
"4410",47478,2017,0.919590308,NA,1,0.61878276,1,NA,NA,NA,NA,NA,NA,NA
"4411",47482,2013,0.202919749,NA,1,0.20291975,1,"Active",8.4309549,1,3000010161,46,1,1
"4412",47482,2014,0.3868589,0.926667454,1,0.52231693,1,"Active",8.9015427,1,3000010161,47,1,1
"4413",47482,2015,0.656212572,-0.811726164,1,-0.010279387,1,"Active",1.8212128,1,3000010161,48,1,1
"4414",47482,2016,0.214136045,-0.130847014,1,0.10183481,1,"Active",-1.2,1,NA,NA,NA,NA
"4415",47482,2017,NA,NA,1,0.40647739,1,NA,NA,NA,NA,NA,NA,NA
"4416",47502,2013,0.708683541,NA,1,0.70868355,1,"Active",8.4242582,1,3000010309,45,1,1
"4417",47502,2014,1.560688951,NA,1,0.18592407,1,"Active",8.5870848,1,3000010309,46,1,1
"4418",47502,2015,0.438624794,NA,1,0.67575675,1,"Active",1.7515415,1,3000010309,47,1,1
"4419",47502,2016,0.675182942,NA,1,0.81377786,1,"Active",0.28379685,1,NA,NA,NA,NA
"4420",47502,2017,0.718248525,NA,1,0.41252941,1,NA,NA,NA,NA,NA,NA,NA
"4421",47505,2013,1.13050205,NA,1,1.130502,1,"Active",8.2614279,1,NA,NA,NA,NA
"4422",47505,2014,1.397531532,NA,1,1.2315738,1,"Active",8.6759119,1,NA,NA,NA,NA
"4423",47505,2015,0.644101367,NA,1,0.56289577,1,"Active",1.2329907,1,NA,NA,NA,NA
"4424",47505,2016,0.939444555,NA,1,0.53283012,1,"Active",0.10765105,1,NA,NA,NA,NA
"4425",47505,2017,0.96213102,NA,1,0.2368231,1,NA,NA,NA,NA,NA,NA,NA
"4426",47578,2013,NA,NA,1,NA,NA,"Active",8.0011187,1,3000010180,44,1,1
"4427",47578,2014,NA,NA,1,NA,NA,"Active",8.3919916,1,3000010180,45,1,1
"4428",47578,2015,NA,NA,1,NA,NA,"Active",1.3933387,1,3000010180,46,1,1
"4429",47578,2016,0.315721224,0.997612646,1,0.12876549,1,"Active",0.55148643,1,NA,NA,NA,NA
"4430",47578,2017,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4431",47580,2013,0.200850557,NA,1,0.20085056,1,"Active",8.6814051,1,3000010287,44,1,1
"4432",47580,2014,0.038869306,1.070281419,1,0.064908735,1,"Active",8.7655268,1,3000010249,45,1,1
"4433",47580,2015,0.918676889,0.911994939,1,0.71946841,1,"Active",1.3872285,1,3000010249,46,1,1
"4434",47580,2016,0.159866062,0.889265243,1,0.27863631,1,"Active",0.39166224,1,NA,NA,NA,NA
"4435",47580,2017,0.584175624,NA,1,-0.059679542,1,NA,NA,NA,NA,NA,NA,NA
"4436",47584,2013,-0.081270379,NA,1,-0.081270374,1,"Active",8.2086344,1,3000010151,58,1,1
"4437",47584,2014,0.673720859,-0.244805306,1,0.60856503,1,"Active",8.4456377,1,3000010151,59,1,1
"4438",47584,2015,-0.479324487,-0.929292646,1,-0.11212309,1,"Active",1.9346918,1,3000010151,60,1,1
"4439",47584,2016,1.172297938,0.43817623,1,0.9914028,1,"Active",0.50935239,1,NA,NA,NA,NA
"4440",47584,2017,0.477697911,NA,1,0.7923193,1,NA,NA,NA,NA,NA,NA,NA
"4441",47589,2013,0.197736455,0.048977019,1,0.19447948,1,"Active",8.0547781,1,3000010103,45,1,1
"4442",47589,2014,-0.139931566,-0.643661152,1,0.20033477,1,"Active",8.6631384,1,3000010103,46,1,1
"4443",47589,2015,0.723098901,-1.334199518,1,0.048122924,1,"Active",1.7669336,1,3000010103,47,1,1
"4444",47589,2016,1.736234483,-1.702653447,1,0.33086053,1,"Active",0.96389914,1,NA,NA,NA,NA
"4445",47589,2017,-0.083164008,NA,1,0.34453884,1,NA,NA,NA,NA,NA,NA,NA
"4446",47613,2013,0.894676521,NA,1,0.89467651,1,"Active",8.2848835,1,3000010180,46,1,1
"4447",47613,2014,0.961622819,NA,1,0.79874879,1,"Active",8.8006134,1,3000010180,47,1,1
"4448",47613,2015,-0.525160268,NA,1,-0.17357828,1,"Active",2.0455782,1,3000010180,48,1,1
"4449",47613,2016,1.209904614,NA,1,1.0041343,1,"Active",0.68140858,1,NA,NA,NA,NA
"4450",47613,2017,-0.522625397,NA,1,-0.42162228,1,NA,NA,NA,NA,NA,NA,NA
"4451",47681,2013,NA,NA,1,NA,NA,"Active",8.2577047,1,3000010282,45,1,1
"4452",47681,2014,1.344168944,0.465703517,1,0.79759508,1,"Active",8.5607958,1,3000010282,46.00658,1,1
"4453",47681,2015,0.347123898,NA,1,0.82370794,1,"Active",1.5731144,1,3000010282,47,1,1
"4454",47681,2016,0.97397802,NA,1,0.90287775,1,"Active",0.69892973,1,NA,NA,NA,NA
"4455",47681,2017,0.907786715,NA,1,1.2197485,1,NA,NA,NA,NA,NA,NA,NA
"4456",47698,2013,NA,NA,1,NA,NA,"Active",8.0466051,1,3000010155,48,1,1
"4457",47698,2014,1.110211668,NA,1,0.94635493,1,"Active",8.3625069,1,3000010155,49,1,1
"4458",47698,2015,1.202412926,NA,1,1.1600375,1,"Active",1.800351,1,3000010155,50,1,1
"4459",47698,2016,0.579218188,NA,1,1.0268015,1,"Active",0.87973082,1,NA,NA,NA,NA
"4460",47698,2017,0.395207115,NA,1,0.78358668,1,NA,NA,NA,NA,NA,NA,NA
"4461",47743,2013,0.768549102,NA,1,0.76854914,1,"Active",8.7421465,1,3000010289,47,1,1
"4462",47743,2014,0.37769577,NA,1,-0.82120609,1,"Active",8.7524328,1,3000010289,48,1,1
"4463",47743,2015,0.610951255,NA,1,-0.25034615,1,"Active",2.0773377,1,3000010289,49,1,1
"4464",47743,2016,0.052447088,NA,1,-0.55116749,1,"Active",0.63316023,1,NA,NA,NA,NA
"4465",47743,2017,-0.564883743,NA,1,-0.54251897,1,NA,NA,NA,NA,NA,NA,NA
"4466",47749,2013,1.331085028,0.764675161,1,0.87562531,1,"Active",8.2439852,1,3000010226,58,1,1
"4467",47749,2014,0.514963034,NA,1,-0.95915091,1,"Active",8.0755424,1,3000010226,59,1,1
"4468",47749,2015,-0.221136625,NA,1,-0.7781077,1,"Active",1.8801587,1,3000010226,60,1,1
"4469",47749,2016,-0.035324377,NA,1,0.57902032,1,NA,NA,NA,NA,NA,NA,NA
"4470",47749,2017,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4471",47804,2013,0.122607339,-0.317701371,1,-0.19075204,1,"Active",8.6581945,1,3000010151,45,1,1
"4472",47804,2014,0.780800551,0.359959688,1,0.24192695,1,"Active",8.8999605,1,3000010151,46,1,1
"4473",47804,2015,-0.587907985,-0.903959864,1,-0.84773791,1,"Active",1.7490044,1,3000010151,47,1,1
"4474",47804,2016,0.361810652,-0.012525806,1,-0.27440089,1,"Active",0.53476119,1,NA,NA,NA,NA
"4475",47804,2017,0.74025285,NA,1,0.15570103,1,NA,NA,NA,NA,NA,NA,NA
"4476",47812,2013,NA,NA,1,NA,NA,"Active",8.6845465,1,3000010364,49,1,1
"4477",47812,2014,NA,NA,1,-2.0300021,1,"Active",8.3315477,1,3000010364,50,1,1
"4478",47812,2015,NA,NA,1,-0.96164906,1,"Active",2.0973001,1,3000010364,51,1,1
"4479",47812,2016,NA,NA,1,NA,NA,"Active",0.96973729,1,NA,NA,NA,NA
"4480",47812,2017,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4481",47910,2013,1.060874921,0.164093124,1,0.511926,1,"Active",8.6767597,1,3000010103,45,1,1
"4482",47910,2014,0.390521764,0.742829561,1,0.12237064,1,"Active",8.5061932,1,3000010103,46,1,1
"4483",47910,2015,0.364127305,-0.992627981,1,-0.17678612,1,"Active",1.2847408,1,3000010103,47,1,1
"4484",47910,2016,0.888189514,0.072552584,1,0.19682297,1,"Active",0.81216639,1,NA,NA,NA,NA
"4485",47910,2017,0.751442545,NA,1,0.46732217,1,NA,NA,NA,NA,NA,NA,NA
"4486",47962,2013,1.020213268,NA,1,1.0202132,1,"Active",8.6401854,1,3000010136,44,1,1
"4487",47962,2014,0.390645325,-0.252813746,1,-0.11972035,1,"Active",8.8309145,1,3000010136,45,1,1
"4488",47962,2015,0.146438832,1.211269483,1,0.5794546,1,"Active",1.7027309,1,3000010136,46,1,1
"4489",47962,2016,0.924005984,0.326322357,1,0.73297614,1,"Active",0.7503953,1,NA,NA,NA,NA
"4490",47962,2017,1.089654027,NA,1,0.11032717,1,NA,NA,NA,NA,NA,NA,NA
"4491",47998,2013,0.645109952,NA,1,0.64510995,1,"Active",8.0689487,1,3000010364,57,1,1
"4492",47998,2014,0.265339411,NA,1,0.072822928,1,"Active",8.5357857,1,3000010364,58,1,1
"4493",47998,2015,0.685886701,NA,1,-0.19855693,1,"Active",2.0682962,1,3000010364,59,1,1
"4494",47998,2016,0.981115618,NA,1,0.79253346,1,"Active",0.58527315,1,NA,NA,NA,NA
"4495",47998,2017,3.647212116,NA,1,3.647212,1,NA,NA,NA,NA,NA,NA,NA
"4496",48032,2013,1.108350653,NA,1,0.786874,1,"Active",8.4165592,1,3000010119,51,1,1
"4497",48032,2014,0.82377609,NA,1,1.0360858,1,"Active",8.5669546,1,3000010119,52,1,1
"4498",48032,2015,0.531462205,NA,1,0.028351389,1,"Active",1.2751083,1,3000010119,53,1,1
"4499",48032,2016,0.161639835,NA,1,0.70082158,1,"Active",0.65850627,1,NA,NA,NA,NA
"4500",48032,2017,0.09602487,NA,1,0.30867988,1,NA,NA,NA,NA,NA,NA,NA
"4501",48078,2013,-0.899343473,NA,1,-0.89934343,1,"Active",8.4995918,1,3000010289,44,1,1
"4502",48078,2014,0.02360962,NA,1,1.6832023,1,"Active",8.2042952,1,3000010289,45,1,1
"4503",48078,2015,0.518049534,NA,1,0.99153644,1,"Active",1.5055907,1,3000010289,46,1,1
"4504",48078,2016,0.164759309,NA,1,0.5937621,1,"Active",0.32327378,1,NA,NA,NA,NA
"4505",48078,2017,0.601855804,NA,1,1.1885722,1,NA,NA,NA,NA,NA,NA,NA
"4506",48090,2013,1.821545537,-0.522259842,1,0.52538431,1,"Active",8.7037954,1,3000010123,44,1,1
"4507",48090,2014,0.512943539,0.454417254,1,0.57580554,1,"Active",8.9260817,1,3000010123,45,1,1
"4508",48090,2015,1.629022342,-0.174011456,1,0.62211943,1,"Active",1.9933816,1,3000010123,46,1,1
"4509",48090,2016,0.372430858,0.244705263,1,0.40381515,1,"Active",0.88982153,1,NA,NA,NA,NA
"4510",48090,2017,1.374896898,NA,1,1.1691813,1,NA,NA,NA,NA,NA,NA,NA
"4511",48098,2013,NA,NA,1,NA,NA,"Active",8.7820539,1,NA,NA,NA,NA
"4512",48098,2014,NA,NA,1,NA,NA,"Active",8.9520187,1,NA,NA,NA,NA
"4513",48098,2015,NA,NA,1,NA,NA,"Active",1.4968051,1,NA,NA,NA,NA
"4514",48098,2016,NA,NA,1,NA,NA,"Active",0.49557346,1,NA,NA,NA,NA
"4515",48098,2017,-2.112709805,NA,1,-0.51165968,1,NA,NA,NA,NA,NA,NA,NA
"4516",48127,2013,0.085387198,NA,1,0.0853872,1,"Active",8.241725,1,3000010857,46,0,1
"4517",48127,2014,0.493040402,NA,1,0.49304041,1,"Active",8.3826418,1,3000010151,47,0,1
"4518",48127,2015,0.51805863,NA,1,0.5180586,1,"Active",1.2446413,1,3000010857,48,0,1
"4519",48127,2016,0.826132002,NA,1,0.826132,1,"Active",0.55729824,1,NA,NA,NA,NA
"4520",48127,2017,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4521",48129,2013,1.168109729,NA,1,1.1681097,1,"Active",8.2454882,1,3000010119,47,1,1
"4522",48129,2014,0.325890559,NA,1,0.74038726,1,"Active",8.6246767,1,3000010119,48,1,1
"4523",48129,2015,-0.021936605,NA,1,0.31836614,1,"Active",1.8589809,1,3000010119,49,1,1
"4524",48129,2016,0.798601225,NA,1,0.94253105,1,"Active",0.59384686,1,NA,NA,NA,NA
"4525",48129,2017,0.37775433,NA,1,0.23966898,1,NA,NA,NA,NA,NA,NA,NA
"4526",48146,2013,0.589020647,NA,1,0.58902067,1,"Active",8.3475332,1,3000010364,50,1,1
"4527",48146,2014,1.351276914,NA,1,0.28125718,1,"Active",8.3069048,1,3000010119,51,1,1
"4528",48146,2015,-0.03903988,NA,1,0.87110955,1,"Active",1.7274371,1,3000010364,52,1,1
"4529",48146,2016,-0.137137538,NA,1,-0.13713753,1,"Active",0.4785068,1,NA,NA,NA,NA
"4530",48146,2017,0.359646106,NA,1,0.35964608,1,NA,NA,NA,NA,NA,NA,NA
"4531",48168,2013,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4532",48168,2014,NA,NA,1,NA,NA,"Active",8.0863905,1,3000010309,46,0,1
"4533",48168,2015,-2.643960237,-2.180110547,1,-2.5006819,1,NA,NA,NA,NA,NA,NA,NA
"4534",48168,2016,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4535",48168,2017,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4536",48183,2013,-1.30820994,NA,1,-1.3082099,1,"Active",8.4932814,1,3000010362,51,1,1
"4537",48183,2014,0.260037467,NA,1,0.016346624,1,"Active",8.206068,1,3000010362,52,1,1
"4538",48183,2015,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4539",48183,2016,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4540",48183,2017,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4541",48187,2013,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4542",48187,2014,NA,NA,1,NA,NA,"",8.9978676,1,NA,53,1,1
"4543",48187,2015,0.58662109,NA,1,0.58662111,1,"Active",1.2581367,1,3000010104,54,1,1
"4544",48187,2016,-0.04583132,NA,1,-0.045831319,1,"Active",0.62350494,1,NA,NA,NA,NA
"4545",48187,2017,0.77038842,NA,1,0.77038842,1,NA,NA,NA,NA,NA,NA,NA
"4546",48189,2013,0.451732251,NA,1,0.23336466,1,"Active",8.9112902,1,3000010165,60,1,1
"4547",48189,2014,0.341824153,NA,1,0.4145205,1,"Active",8.6744308,1,3000010165,61,1,1
"4548",48189,2015,0.536951963,NA,1,0.5454331,1,"Active",1.6713275,1,3000010165,62,1,1
