"","person_id","year.x","perf_a.x","perf_b.x","perf_c.x","status.x","avg_absences.x","id_s_fr.x","age.x","female.x","year.y","perf_a.y","perf_b.y","perf_c.y","status.y","avg_absences.y","id_s_fr.y","age.y","female.y","year.x.x","perf_a.x.x","perf_b.x.x","perf_c.x.x","status.x.x","avg_absences.x.x","id_s_fr.x.x","age.x.x","female.x.x","year.y.y","perf_a.y.y","perf_b.y.y","perf_c.y.y","status.y.y","avg_absences.y.y","id_s_fr.y.y","age.y.y","female.y.y","year.x.x.x","perf_a.x.x.x","perf_b.x.x.x","perf_c.x.x.x","status.x.x.x","avg_absences.x.x.x","id_s_fr.x.x.x","age.x.x.x","female.x.x.x","year.y.y.y","perf_a.y.y.y","perf_b.y.y.y","perf_c.y.y.y","status.y.y.y","avg_absences.y.y.y","id_s_fr.y.y.y","age.y.y.y","female.y.y.y","year","perf_a","perf_b","perf_c","status","avg_absences","id_s_fr","age","female"
"1458",63914,2012,NA,NA,NA,"Active",8.6716585,3000010140,42,1,2013,-0.24227834,-0.588664984,-0.47079438,"Active",8.7697334,3000010140,43,1,2014,-1.210233143,-1.208419999,-0.59594011,"Active",8.4786463,3000010140,44,1,2015,-1.172687269,1.358037974,0.28207159,"Active",1.1608629,3000010140,45,1,2016,-1.172339549,NA,-1.1410494,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1459",63947,2012,NA,NA,NA,"Active",8.7456713,NA,NA,NA,2013,-0.290558108,NA,-0.2905581,"Active",8.4153166,NA,NA,NA,2014,-0.549281642,NA,1.1752231,"Active",8.0525885,NA,NA,NA,2015,-0.356524984,NA,0.2840012,"Active",1.616703,NA,NA,NA,2016,-0.501453819,NA,0.62519288,"Active",0.63830626,NA,NA,NA,2017,-0.179747425,NA,0.31627658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1460",63988,2012,NA,NA,NA,"",8.5879173,3000010857,38,1,2013,0.074368887,NA,0.074368887,"Active",8.747016,3000010857,39,1,2014,0.248398136,NA,0.24839814,"Active",8.1481438,3000010857,40,1,2015,0.493210868,NA,0.49321085,"Active",1.6941377,3000010857,41,1,2016,0.290702131,NA,0.29070213,"Active",0.28355265,NA,NA,NA,2017,0.339060496,NA,0.33906049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1461",64035,2012,NA,NA,NA,"Active",8.3564405,3000010140,38,1,2013,1.419175486,2.257212902,1.7227827,"Active",8.8705521,3000010140,39,1,2014,0.840632907,-0.283211036,-0.0935435,"Active",8.4323549,3000010140,40,1,2015,0.44875632,1.106944961,0.24807939,"Active",1.5865419,3000010140,41,1,2016,0.068597376,-0.045832174,0.074612007,"Active",0.48082623,NA,NA,NA,2017,1.549627106,NA,0.71637684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1462",64079,2012,NA,NA,NA,"",8.4548502,3000010144,45,1,2013,NA,NA,NA,"Active",8.8269138,3000010144,46,1,2014,NA,NA,NA,"Active",8.584753,1006250558,47,1,2015,-0.717900857,NA,-0.33368513,"Active",1.1989053,3000010144,48,1,2016,-0.554052378,NA,-0.25379741,"Active",0.1532201,NA,NA,NA,2017,-0.838700249,NA,-0.19904803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1463",64187,2012,NA,NA,NA,"Active",8.5778198,3000010368,39,0,2013,-1.265483018,NA,-1.265483,"Active",8.3308411,3000010368,40,0,2014,-0.185652772,NA,-0.13797989,"Active",8.2874241,3000010368,41,0,2015,1.150196844,NA,0.57185107,"Active",1.2757945,3000010368,42,0,2016,0.756425995,NA,0.69946831,"Active",0.1232907,NA,NA,NA,2017,0.803312593,NA,0.073267646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1464",64200,2012,NA,NA,NA,"Active",7.9340243,NA,NA,NA,2013,-0.322738288,NA,-0.32273829,"Active",8.4243832,NA,NA,NA,2014,-0.106790583,NA,0.39474824,"Active",8.6388712,NA,NA,NA,2015,-0.39446972,NA,-0.18269812,"Active",1.9542756,NA,NA,NA,2016,0.677358594,NA,0.99520546,"Active",0.19422625,NA,NA,NA,2017,0.331250084,NA,0.3312501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1465",64253,2012,NA,NA,NA,"",8.7695227,NA,NA,NA,2013,NA,NA,NA,"",7.9242373,NA,NA,NA,2014,NA,NA,NA,"",8.62848,NA,NA,NA,2015,-1.128355998,NA,-0.89185745,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1466",64294,2012,NA,NA,NA,"Active",8.5407019,3000010103,38.045197,1,2013,0.816939052,-0.503036469,0.080292866,"",8.6414986,3000010179,40,1,2014,NA,NA,NA,"",8.2715368,3000010179,41,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1467",64372,2012,NA,NA,NA,"Active",8.8015842,3000010689,43,0,2013,-0.212084579,NA,-0.21208459,"",8.6270628,3000010689,45,0,2014,NA,NA,NA,"",8.8547916,3000010689,46,0,2015,NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1468",64406,2012,NA,NA,NA,"Active",8.7805042,3000010256,48,1,2013,0.195022193,NA,0.1950222,"Active",8.5353575,3000010256,49,1,2014,-0.784398327,NA,0.05268978,"Active",8.812295,3000010256,50,1,2015,-0.028065073,NA,0.52639759,"Active",1.7194132,3000010151,51,1,2016,1.594039935,NA,1.4371402,"Active",0.12631144,NA,NA,NA,2017,-0.234428668,NA,0.48185495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1469",64422,2012,NA,NA,NA,"Active",8.1013088,3000010352,48,0,2013,0.570928301,NA,0.57092828,"Active",8.4985933,3000010352,49,0,2014,0.25614396,NA,0.61077976,"Active",8.4926653,3000010352,50,0,2015,-0.614940252,NA,0.25093362,"Active",1.651935,3000010352,51,0,2016,-0.355145103,NA,0.000894505,"Active",0.92293835,NA,NA,NA,2017,0.015887179,NA,0.12826496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1470",64425,2012,NA,NA,NA,"Active",7.9025607,3000010121,59,1,2013,1.619310673,0.020926351,0.33081147,"Active",8.5088987,3000010121,60,1,2014,0.325409853,-0.844858851,0.29652697,"Active",8.7062025,3000010121,61,1,2015,-0.075882696,-1.065643652,-0.63966697,"Active",2.0777593,3000010121,62,1,2016,NA,-0.329645018,-0.69990361,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1471",64426,2012,NA,NA,NA,"Active",8.3770227,3000010256,49.390804,1,2013,-0.014862034,0.322591817,0.39838025,"Active",8.4949684,3000010249,50,1,2014,-0.401175352,-0.587228197,-0.077770129,"Active",8.5763416,3000010249,51,1,2015,0.171958446,-0.345951532,-0.33674958,"Active",2.1067777,3000010249,52,1,2016,0.213627633,-0.095614244,-0.10805497,"Inactive",0.880952,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1472",64433,2012,NA,NA,NA,"Active",7.937717,3000010256,52,1,2013,0.254909457,NA,0.25490946,"Active",8.0788288,3000010256,53,1,2014,-0.783854583,NA,0.55043721,"Active",8.2452774,3000010256,54,1,2015,-1.472518805,NA,-0.66169101,"Active",1.5096304,3000010256,55,1,2016,-2.334765325,NA,-2.5151887,"Inactive",0.60618991,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1473",64449,2012,NA,NA,NA,"Active",8.1798096,3000010190,58,1,2013,-0.119883819,NA,-0.11988382,"Active",8.9082155,3000010190,59,1,2014,0.040887875,NA,0.040887877,"Active",8.3643827,3000010190,60,1,2015,-0.29277356,-0.480684331,-0.33344078,"Active",1.9127703,3000010190,61,1,2016,-0.415285322,0.036563937,-0.22671123,"Active",0.23026825,NA,NA,NA,2017,-0.212007965,NA,-0.21200795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1474",64452,2012,NA,NA,NA,"Active",8.6071911,3000010857,55,1,2013,-0.097608872,NA,-0.097608872,"Active",8.8583479,3000010857,56,1,2014,-1.733262261,NA,-1.7332623,"Active",8.4489861,3000010857,57,1,2015,-0.738245012,NA,-0.73824501,"Active",1.8563319,3000010857,58,1,2016,0.706083549,NA,0.70608354,"Active",0.053655181,NA,NA,NA,2017,1.551391693,NA,1.5513916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1475",64476,2012,NA,NA,NA,"Active",8.5393267,3000010368,39,1,2013,0.867694701,NA,0.86769474,"Active",8.3777704,3000010368,40,1,2014,0.532059592,NA,0.53205961,"Active",8.1987028,3000010368,41,1,2015,0.640474755,NA,0.64047474,"Active",1.4835382,3000010368,42,1,2016,0.016733331,NA,0.016733332,"Active",0.22902194,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1476",64480,2012,NA,NA,NA,"Active",8.795928,3000010123,44,0,2013,1.160585531,0.028088007,0.21239202,"Active",8.0506182,3000010123,45,0,2014,0.330709385,0.11406373,-0.27275372,"Active",8.8906984,3000010123,46,0,2015,1.70801256,0.231171779,0.84550393,"Active",1.6401209,3000010123,47,0,2016,0.682389055,-0.415419646,-0.29053167,"Active",0.34213158,NA,NA,NA,2017,0.639665723,NA,-0.21644601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1477",64647,2012,NA,NA,NA,"Active",8.2979994,3000010287,42,1,2013,0.046726196,NA,0.046726193,"Active",8.3524752,3000010287,43,1,2014,0.172842165,NA,0.17284216,"Active",8.3734379,3000010287,44,1,2015,0.927140808,NA,0.92714083,"Active",2.038053,3000010287,45,1,2016,0.372610697,NA,0.37261069,"Active",0.49515218,NA,NA,NA,2017,0.805477568,NA,0.80547756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1478",64730,2012,NA,NA,NA,"Active",8.7252989,3000010354,52,1,2013,-0.82857405,NA,-0.82857406,"Active",8.2025604,3000010354,53,1,2014,-1.992759405,NA,-2.3395054,"Active",8.0911169,3000010354,54,1,2015,-0.815200147,NA,-1.8210578,"Active",1.5129756,3000010354,55,1,2016,-3.236145915,NA,-3.8188252,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1479",64747,2012,NA,NA,NA,"Active",8.497283,3000010107,41.069767,0,2013,-0.378666798,-0.387859369,-0.32205138,"Active",8.5266438,3000010249,42,0,2014,-0.763551663,-0.839071125,-0.90620935,"Active",8.9633713,3000010249,43,0,2015,0.375595411,0.60114815,0.19677921,"Active",1.7672917,3000010249,44,0,2016,-0.119906155,-0.14674951,-0.51720804,"Active",0.1488606,NA,NA,NA,2017,-0.030015063,NA,-0.006508357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1480",64763,2012,NA,NA,NA,"Active",8.6634169,3000010175,46,1,2013,0.700422023,-0.218240984,0.15728191,"Active",8.0357065,3000010175,47,1,2014,0.875703929,-0.131988503,0.59532744,"Active",8.0853901,3000010175,48,1,2015,-1.264890932,NA,-0.56719786,"Active",1.9349694,3000010175,49.076389,1,2016,-1.50145861,-0.857035524,-1.2288535,"Active",0.18374312,NA,NA,NA,2017,-1.143521728,NA,-1.2397259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1481",64773,2012,NA,NA,NA,"Active",8.1088123,3000010354,40,0,2013,0.82887288,NA,0.82887286,"Active",8.0453968,3000010354,41,0,2014,0.505166203,NA,0.82054895,"Active",8.7954493,3000010354,42,0,2015,NA,NA,NA,"Active",1.3892154,3000010354,43,0,2016,NA,NA,NA,"Active",0.5639686,NA,NA,NA,2017,1.119977329,NA,1.1199774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1482",64794,2012,NA,NA,NA,"Active",8.111578,3000010360,37,1,2013,0.190122623,NA,0.19012262,"Active",7.9663434,3000010360,38,1,2014,1.354404493,NA,1.0599301,"Active",8.2321091,3000010360,39,1,2015,-0.112795292,NA,0.12115698,"Active",1.5771694,3000010360,40,1,2016,0.173913518,NA,0.29599777,"Active",0.30566812,NA,NA,NA,2017,0.179074877,NA,0.7371642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1483",64811,2012,NA,NA,NA,"Active",8.5414877,3000010152,47.082352,0,2013,-1.48640164,-2.441866422,-1.7498329,"Inactive",8.482132,NA,48,0,2014,NA,NA,NA,"",8.3567553,NA,50,0,2015,NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1484",64833,2012,NA,NA,NA,"Active",8.7268524,3000010161,61,1,2013,-2.78995257,NA,-2.7899525,"",8.4366474,3000010161,62,1,2014,NA,NA,NA,"",8.5659332,3000010161,63,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1485",64866,2012,NA,NA,NA,"Active",8.554471,3000010110,42,0,2013,-0.660984942,-0.042127675,-0.18328527,"Active",8.3970146,3000010110,43,0,2014,-0.707404582,0.294036812,-0.24576139,"Active",8.5256119,3000010110,44,0,2015,0.066693623,-0.364232329,0.25523797,"Active",2.0352879,3000010110,45,0,2016,1.584327413,-0.060700985,0.082001261,"Active",0.55024302,NA,NA,NA,2017,0.0168655,NA,-0.3292478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1486",64921,2012,NA,NA,NA,"Active",8.5957432,3000010175,59,1,2013,-0.493815861,NA,-0.49381587,"Active",8.6040106,3000010175,60,1,2014,0.385350092,NA,-0.68915737,"Active",8.8002262,3000010175,61,1,2015,-1.125801982,NA,-1.0530975,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1487",64937,2012,NA,NA,NA,"Active",8.0223026,3000010134,43,0,2013,-0.472891671,NA,-0.47289166,"Active",8.019412,3000010288,44,0,2014,-0.360575756,NA,-2.4724731,"Active",8.7977715,3000010134,45,0,2015,-2.003837853,NA,-1.6226758,"Active",1.570945,3000010134,46,0,2016,-0.961379116,NA,-1.1090093,"Active",0.46716064,NA,NA,NA,2017,-0.48763407,NA,-1.0908514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1488",64969,2012,NA,NA,NA,"Active",8.0802002,3000010380,60,0,2013,0.05469327,NA,0.05469327,"Active",8.6428509,3000010380,61,0,2014,0.430365318,NA,0.16870262,"Active",8.4743423,3000010380,62,0,2015,-0.267368889,NA,-0.26736888,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1489",64986,2012,NA,NA,NA,"Active",8.8617172,3000010364,44,1,2013,0.276751904,NA,0.27675191,"Active",8.1165667,3000010364,45,1,2014,0.367637355,NA,0.1780422,"Active",8.568305,3000010364,46,1,2015,-0.902262827,NA,-0.098110631,"Active",1.820619,3000010364,47,1,2016,-0.421528454,NA,-0.42152846,"Active",0.75765377,NA,NA,NA,2017,-1.127826132,NA,-1.1278261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1490",64992,2012,NA,NA,NA,"Active",8.6609287,NA,40,1,2013,NA,NA,NA,"Active",8.9145241,NA,41,1,2014,0.325700962,NA,0.32570097,"Active",8.4223719,NA,42,1,2015,NA,NA,NA,"Active",1.5399112,NA,43,1,2016,NA,NA,NA,"Active",0.28989738,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1491",64999,2012,NA,NA,NA,"Active",8.0499353,NA,40,1,2013,0.512521436,NA,0.51252145,"Active",8.222641,NA,41,1,2014,1.768303854,NA,1.7683039,"Active",8.503828,NA,42,1,2015,NA,NA,NA,"Active",1.5782943,NA,43,1,2016,NA,NA,NA,"Active",0.82848662,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1492",65000,2012,NA,NA,NA,"Active",8.2775726,3000010190,40,1,2013,0.277002966,-0.745133819,-0.43058565,"Active",8.4989758,3000010190,41,1,2014,0.04303793,-1.16809742,-0.55786425,"Active",8.7376575,3000010190,42,1,2015,0.240455832,1.341393934,0.019863823,"Active",1.9632472,3000010190,43,1,2016,2.533140464,-0.469290465,0.080196053,"Active",0.31818217,NA,NA,NA,2017,0.520061135,NA,0.10512866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1493",65009,2012,NA,NA,NA,"Active",8.6027098,3000010362,53,0,2013,0.545909531,NA,0.54590952,"Active",8.5153322,3000010362,54,0,2014,-0.24335816,NA,0.12301762,"Active",8.5585756,3000010362,55,0,2015,-0.091930295,NA,0.17423373,"Active",2.0925338,3000010362,56,0,2016,1.033824348,NA,0.80517608,"Active",0.30664313,NA,NA,NA,2017,-1.218933521,NA,0.2772246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1494",65025,2012,NA,NA,NA,"Active",8.3945313,3000010110,42,1,2013,0.789607403,0.042733856,0.11134357,"Active",8.6617737,3000010110,43,1,2014,0.918783679,-0.150675226,0.52680302,"Active",8.06635,3000010110,44,1,2015,1.769637238,-0.390071646,0.77548969,"Active",1.9824554,3000010110,45,1,2016,-0.092300859,0.580165482,0.60268122,"Active",0.18179658,NA,NA,NA,2017,-0.141076182,NA,0.15850115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495",65044,2012,NA,NA,NA,"Active",8.8529682,NA,NA,NA,2013,0.518536712,NA,0.51853669,"Active",7.9365082,NA,NA,NA,2014,0.791255485,NA,-0.78523362,"Active",8.742568,NA,NA,NA,2015,0.256619648,NA,-1.1105331,"Active",1.3181504,NA,NA,NA,2016,-2.016808959,NA,-0.54037541,"Active",0.45529523,NA,NA,NA,2017,-0.893088542,NA,-1.7137543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1496",65051,2012,NA,NA,NA,"Active",8.7136412,3000010282,46,1,2013,-2.808916607,NA,-2.8089166,"Inactive",7.9202061,NA,47,1,2014,NA,NA,NA,"Inactive",8.7514668,NA,48,1,2015,NA,NA,NA,"Active",2.0922902,NA,49,1,2016,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1497",65057,2012,NA,NA,NA,"Active",8.7354813,3000010144,44,0,2013,0.096192377,-0.628072349,-0.28250077,"Active",7.9361429,3000010144,45,0,2014,-0.223959549,-1.080146076,-0.69393158,"Active",8.219347,3000010144,46,0,2015,-1.610325816,-0.212943048,-1.0597056,"Active",1.5450695,3000010144,47,0,2016,-1.323587169,-0.561161364,-0.70059288,"Inactive",0.49061647,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1498",65070,2012,NA,NA,NA,"Active",8.6279373,3000010180,54,0,2013,-0.972726478,NA,-0.97272646,"Active",7.9316335,3000010190,55,0,2014,0.153936851,NA,-0.86924416,"Active",8.6776056,3000010190,56,0,2015,-0.752275466,NA,-0.18754184,"Active",1.8522986,3000010180,57,0,2016,0.427579239,NA,0.48360768,"Active",0.63019764,NA,NA,NA,2017,-0.460232189,NA,-0.13497154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1499",65071,2012,NA,NA,NA,"Active",8.4804592,3000010106,46,1,2013,-0.591076486,NA,-0.59107649,"Active",8.0818319,3000010106,47,1,2014,-0.651898783,NA,-0.023310922,"Active",8.8854313,3000010144,48.073528,1,2015,0.158450932,NA,0.21931785,"Active",1.9437793,3000010106,49,1,2016,-0.163873895,NA,0.29618773,"Active",0.001993622,NA,NA,NA,2017,-0.312991439,NA,0.63226563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1500",65088,2012,NA,NA,NA,"Active",8.1292601,3000010364,50,0,2013,0.360954665,NA,0.36095464,"Active",8.6162252,3000010364,51,0,2014,0.139868563,NA,0.83451867,"Active",8.8277607,3000010364,52,0,2015,0.281006045,NA,0.74469525,"Active",1.2614813,3000010364,53,0,2016,0.055731971,NA,0.74242693,"Active",0.97668695,NA,NA,NA,2017,0.453429254,NA,1.1884737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501",65120,2012,NA,NA,NA,"Active",8.2556362,3000010175,50,0,2013,-0.223109945,0.247466704,0.18502392,"Active",8.2149382,3000010140,51,0,2014,-0.236777762,-0.046626024,-0.37437674,"Active",9.0299416,3000010140,52,0,2015,-0.082070703,-0.902639566,-0.35451564,"Active",1.2320555,3000010140,53,0,2016,-1.505361226,0.243971991,-0.5315491,"Active",0.23790552,NA,NA,NA,2017,-0.935949006,NA,-0.9164291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1502",65129,2012,NA,NA,NA,"Active",8.627634,3000010140,38,1,2013,0.851510248,NA,0.85151029,"Active",8.5996056,3000010140,39,1,2014,1.100369493,-0.10268917,0.15475711,"Active",8.6123266,3000010140,40,1,2015,1.434931626,-0.411181315,0.60939813,"Active",1.9930075,3000010140,41,1,2016,0.971857059,0.658656744,0.38197044,"Active",0.18002719,NA,NA,NA,2017,0.593698951,NA,0.85338533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1503",65143,2012,NA,NA,NA,"Active",8.2053976,3000010368,43,0,2013,-1.348316737,NA,-1.3483168,"Active",8.680563,3000010368,44,0,2014,-0.424073399,NA,0.014454333,"Active",8.3790998,3000010368,45,0,2015,0.699100399,NA,0.7161907,"Active",1.3933418,3000010368,46,0,2016,0.935928113,NA,0.31897226,"Active",0.87914652,NA,NA,NA,2017,-0.29848261,NA,-0.29848263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1504",65184,2012,NA,NA,NA,"Active",8.7143555,3000010364,38,1,2013,0.970773997,NA,0.97077394,"Active",8.1312714,3000010364,39,1,2014,1.191527117,NA,-0.19321415,"Active",8.6597176,3000010364,40,1,2015,-0.186158609,NA,-0.57053733,"Active",1.5244328,3000010364,41,1,2016,-0.706314579,NA,-0.45892352,"Active",0.5690977,NA,NA,NA,2017,-0.613066591,NA,0.71955603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1505",65192,2012,NA,NA,NA,"Active",8.3244219,3000010167,48,0,2013,0.361718915,NA,0.36171892,"Active",8.6802282,3000010167,49,0,2014,1.327419364,NA,1.3274194,"Active",8.1840839,3000010167,50,0,2015,0.39219661,NA,0.32731465,"Active",1.8237062,3000010156,51,0,2016,1.438611026,NA,0.95780367,"Active",0.36465219,NA,NA,NA,2017,0.786059376,NA,0.54861158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1506",65208,2012,NA,NA,NA,"Active",7.9008012,3000010323,42,1,2013,-0.237415335,NA,-0.23741533,"Active",8.0246134,3000010323,43,1,2014,0.039405123,NA,0.51830477,"Active",8.7122412,3000010323,44,1,2015,1.502300247,NA,1.1967013,"Active",2.1061642,3000010323,45,1,2016,1.047154994,NA,0.61829925,"Active",0.81875366,NA,NA,NA,2017,1.41947762,NA,0.21472767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507",65214,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,"Active",1.9470695,3000010625,45,0,2016,-1.56252737,-0.321182198,-1.3744128,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1508",65244,2012,NA,NA,NA,"Active",8.158597,3000010362,49,0,2013,-0.416684346,NA,-0.41668433,"Active",8.1078882,3000010362,50,0,2014,0.038260342,NA,0.015493471,"Active",8.3976402,3000010362,51,0,2015,0.314939963,NA,0.31493998,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1509",65273,2012,NA,NA,NA,"Active",8.1384115,3000010368,44,0,2013,0.276479698,NA,0.27647969,"Active",8.6674213,3000010021,45,0,2014,NA,NA,NA,"Active",8.8547688,NA,46,0,2015,NA,NA,NA,"Active",1.340202,NA,47,0,2016,NA,NA,NA,"Active",0.96580136,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1510",65378,2012,NA,NA,NA,"",8.3962851,3000010151,38,1,2013,NA,NA,NA,"",8.0331488,3000010151,39,1,2014,NA,NA,NA,"Active",8.3679371,3000010151,40,1,2015,-0.369727486,NA,-0.55362511,"Active",1.2275019,3000010151,41,1,2016,-0.179949784,NA,-0.035400052,"Active",0.19693132,NA,NA,NA,2017,0.138230237,NA,-0.41772109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1511",65423,2012,NA,NA,NA,"Active",8.3607302,3000010155,41,1,2013,0.970551637,NA,0.97055167,"Active",8.7770014,3000010155,42,1,2014,1.02584643,0.903850085,1.0271587,"Active",8.6419563,3000010155,43,1,2015,2.28171138,NA,2.0577171,"Active",2.0416861,3000010155,44,1,2016,0.779986063,NA,0.6403513,"Active",0.38547519,NA,NA,NA,2017,0.348733086,NA,0.20387575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1512",65497,2012,NA,NA,NA,"Active",8.487484,3000010316,47,1,2013,0.989114809,NA,0.73015881,"Active",8.8745651,3000010316,48,1,2014,1.884864395,NA,1.2962325,"Active",8.259326,3000010316,49,1,2015,-0.024974822,NA,-0.33246252,"Active",1.631752,3000010316,50,1,2016,0.70325942,NA,0.55236095,"Active",0.61854511,NA,NA,NA,2017,0.153157437,NA,0.82718951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
